lam,peak_LD,worst_case_LD,mean_LD,pareto
1.0,232.9279301955832,7.108299744659113,86.56848890052626,True
0.8,232.74794787837612,7.14310188535192,86.602237746336,True
0.6,150.71517783617745,10.810262122501774,70.53228412008728,True
0.4,121.25530095444444,35.63397125269052,68.69445839858794,False
0.2,122.09219407631065,36.68197238573781,69.08451253773191,True
0.0,105.13642605643875,38.209590504816056,64.18849633648281,True
