cor_name,x,y
SD2030,0.12941,-0.02113
SD2030,0.16727,-0.02183
SD2030,0.20896,-0.02213
SD2030,0.25401,-0.02207
SD2030,0.30191,-0.0217
SD2030,0.35208,-0.02106
SD2030,0.40396,-0.02018
SD2030,0.45693,-0.01908
SD2030,0.51038,-0.0178
SD2030,0.56368,-0.01634
SD2030,0.61621,-0.01471
SD2030,0.66738,-0.01286
SD2030,0.7167,-0.01076
SD2030,0.76373,-0.00848
SD2030,0.80802,-0.00616
SD2030,0.84906,-0.00398
SD2030,0.88632,-0.0021
SD2030,0.91925,-0.00066
SD2030,0.94728,0.00024
SD2030,0.96985,0.00059
SD2030,0.98643,0.00049
SD2030,0.99659,0.00017
SD2030,1.00001,0.0
SD2083,1.0,0.0
SD2083,0.99669,0.00035
SD2083,0.98686,0.00152
SD2083,0.97089,0.00374
SD2083,0.94929,0.00716
SD2083,0.92265,0.01176
SD2083,0.89158,0.01741
SD2083,0.85666,0.02384
SD2083,0.81846,0.03078
SD2083,0.77745,0.03791
SD2083,0.73412,0.04489
SD2083,0.68886,0.05146
SD2083,0.64208,0.05737
SD2083,0.59415,0.06243
SD2083,0.54546,0.06655
SD2083,0.49645,0.06964
SD2083,0.44755,0.07162
SD2083,0.39913,0.07251
SD2083,0.35168,0.07236
SD2083,0.30568,0.07121
SD2083,0.2616,0.06908
SD2083,0.2199,0.06601
SD2083,0.18101,0.06203
SD2083,0.14532,0.05718
SD2083,0.11313,0.05143
SD2083,0.08464,0.04489
SD2083,0.06004,0.03772
SD2083,0.03952,0.0301
SD2083,0.02319,0.02224
SD2083,0.01113,0.0144
SD2083,0.00338,0.00698
SD2083,3e-05,0.0006
SD2083,0.0022,-0.00437
SD2083,0.01032,-0.00853
SD2083,0.02369,-0.01213
SD2083,0.04234,-0.01491
SD2083,0.06624,-0.01696
SD2083,0.09515,-0.01844
SD2083,0.12868,-0.01937
SD2083,0.16649,-0.01977
SD2083,0.20818,-0.0197
SD2083,0.25331,-0.01921
SD2083,0.30137,-0.01837
SD2083,0.35182,-0.01725
SD2083,0.40406,-0.01592
SD2083,0.4575,-0.01439
SD2083,0.51157,-0.01274
SD2083,0.56563,-0.01105
SD2083,0.61905,-0.00939
SD2083,0.67117,-0.00782
SD2083,0.72136,-0.00637
SD2083,0.76901,-0.00509
SD2083,0.8135,-0.00397
SD2083,0.85428,-0.00304
SD2083,0.89084,-0.00226
SD2083,0.9227,-0.00157
SD2083,0.94955,-0.00094
SD2083,0.97108,-0.00044
SD2083,0.98693,-0.00015
SD2083,0.9967,-4e-05
SD2083,1.00001,0.0
SD5060,1.0,0.0
SD5060,0.99678,0.00023
SD5060,0.9872,0.00102
SD5060,0.97149,0.00256
SD5060,0.95002,0.005
SD5060,0.92326,0.00838
SD5060,0.89173,0.01268
SD5060,0.856,0.01778
SD5060,0.81664,0.02351
SD5060,0.77422,0.02967
SD5060,0.72929,0.036
SD5060,0.68236,0.04227
SD5060,0.63396,0.04824
SD5060,0.58457,0.0537
SD5060,0.53465,0.05847
SD5060,0.48468,0.06239
SD5060,0.43508,0.06536
SD5060,0.38632,0.0673
SD5060,0.33882,0.06816
SD5060,0.29301,0.06793
SD5060,0.24931,0.06664
SD5060,0.20814,0.06433
SD5060,0.16992,0.06105
SD5060,0.13504,0.05683
SD5060,0.10383,0.05168
SD5060,0.07656,0.04565
SD5060,0.05343,0.03875
SD5060,0.03444,0.03104
SD5060,0.01954,0.0228
SD5060,0.00878,0.01443
SD5060,0.00223,0.00637
SD5060,3e-05,-0.00066
SD5060,0.00334,-0.00656
SD5060,0.01244,-0.01208
SD5060,0.02641,-0.01729
SD5060,0.04507,-0.02178
SD5060,0.06835,-0.02538
SD5060,0.09613,-0.02795
SD5060,0.12829,-0.02938
SD5060,0.16475,-0.02973
SD5060,0.20524,-0.0292
SD5060,0.24935,-0.02795
SD5060,0.29661,-0.02611
SD5060,0.34651,-0.02384
SD5060,0.39845,-0.02126
SD5060,0.45183,-0.01851
SD5060,0.50602,-0.01568
SD5060,0.56034,-0.01288
SD5060,0.61416,-0.0102
SD5060,0.6668,-0.00772
SD5060,0.7176,-0.00551
SD5060,0.76592,-0.00361
SD5060,0.81113,-0.00206
SD5060,0.85265,-0.00089
SD5060,0.88992,-8e-05
SD5060,0.92244,0.00039
SD5060,0.94974,0.00057
SD5060,0.97144,0.00051
SD5060,0.98721,0.00032
SD5060,0.99679,0.0001
SD5060,1.00001,0.0
SD6060,1.0,0.0
SD6060,0.99661,0.00023
SD6060,0.9866,0.00108
SD6060,0.97033,0.00283
SD6060,0.94829,0.00559
SD6060,0.921,0.00941
SD6060,0.88905,0.01419
SD6060,0.85301,0.01977
SD6060,0.81346,0.02595
SD6060,0.77096,0.03248
SD6060,0.72602,0.03912
SD6060,0.67917,0.04563
SD6060,0.63091,0.05177
SD6060,0.58174,0.05738
SD6060,0.53222,0.06225
SD6060,0.48283,0.06606
SD6060,0.43386,0.06866
SD6060,0.38566,0.07003
SD6060,0.33862,0.0702
SD6060,0.29316,0.06922
SD6060,0.24976,0.06715
SD6060,0.20883,0.06402
SD6060,0.17076,0.05988
SD6060,0.13589,0.0548
SD6060,0.10456,0.04887
SD6060,0.077,0.04218
SD6060,0.05344,0.03486
SD6060,0.03399,0.0271
SD6060,0.01879,0.01913
SD6060,0.0079,0.01132
SD6060,0.00148,0.00411
SD6060,0.00025,-0.00159
SD6060,0.00495,-0.00647
SD6060,0.01525,-0.01148
SD6060,0.03068,-0.01612
SD6060,0.05114,-0.02025
SD6060,0.07648,-0.02381
SD6060,0.10645,-0.02678
SD6060,0.14078,-0.02919
SD6060,0.17909,-0.03105
SD6060,0.22096,-0.03238
SD6060,0.26592,-0.03321
SD6060,0.31347,-0.03354
SD6060,0.36306,-0.03338
SD6060,0.41413,-0.03273
SD6060,0.46614,-0.03159
SD6060,0.51852,-0.02995
SD6060,0.57073,-0.02784
SD6060,0.62223,-0.02527
SD6060,0.67254,-0.02231
SD6060,0.72116,-0.01906
SD6060,0.76761,-0.01568
SD6060,0.81133,-0.01236
SD6060,0.85176,-0.00922
SD6060,0.88838,-0.00638
SD6060,0.9207,-0.00399
SD6060,0.94818,-0.00214
SD6060,0.97032,-0.0009
SD6060,0.98661,-0.00024
SD6060,0.99662,-2e-05
SD6060,1.00001,0.0
SD6080,1.0,0.0
SD6080,0.99676,0.00037
SD6080,0.98716,0.00159
SD6080,0.97155,0.00383
SD6080,0.95032,0.00717
SD6080,0.92396,0.0116
SD6080,0.89301,0.01704
SD6080,0.85799,0.02332
SD6080,0.81945,0.03025
SD6080,0.77793,0.03758
SD6080,0.73396,0.04508
SD6080,0.68807,0.0525
SD6080,0.64077,0.0596
SD6080,0.59257,0.06613
SD6080,0.54399,0.07185
SD6080,0.49546,0.07646
SD6080,0.4473,0.0798
SD6080,0.39986,0.08176
SD6080,0.35351,0.08234
SD6080,0.30859,0.08154
SD6080,0.26547,0.07941
SD6080,0.22453,0.07607
SD6080,0.18616,0.0716
SD6080,0.15071,0.06609
SD6080,0.11851,0.05965
SD6080,0.08984,0.05238
SD6080,0.0649,0.04442
SD6080,0.04387,0.03595
SD6080,0.02684,0.0272
SD6080,0.01391,0.01844
SD6080,0.00509,0.01004
SD6080,0.00045,0.0026
SD6080,0.00082,-0.00296
SD6080,0.00692,-0.0071
SD6080,0.0186,-0.0106
SD6080,0.03565,-0.01322
SD6080,0.05796,-0.01494
SD6080,0.08539,-0.01581
SD6080,0.11771,-0.01592
SD6080,0.15462,-0.01539
SD6080,0.19573,-0.01433
SD6080,0.24059,-0.01285
SD6080,0.2887,-0.01109
SD6080,0.33948,-0.00916
SD6080,0.39233,-0.00717
SD6080,0.44662,-0.00519
SD6080,0.50168,-0.00334
SD6080,0.55682,-0.00166
SD6080,0.61136,-0.0002
SD6080,0.66463,0.00099
SD6080,0.71596,0.00189
SD6080,0.7647,0.0025
SD6080,0.81024,0.00282
SD6080,0.852,0.00287
SD6080,0.88944,0.00267
SD6080,0.92207,0.00228
SD6080,0.94944,0.00175
SD6080,0.97121,0.00118
SD6080,0.98707,0.00063
SD6080,0.99675,0.00018
SD6080,1.00001,0.0
SD7003,1.0,0.0
SD7003,0.99681,0.00031
SD7003,0.98745,0.00132
SD7003,0.97235,0.0031
SD7003,0.95193,0.00547
SD7003,0.92639,0.00824
SD7003,0.896,0.01139
SD7003,0.86112,0.01494
SD7003,0.82224,0.01884
SD7003,0.77985,0.02304
SD7003,0.73449,0.02744
SD7003,0.68673,0.03197
SD7003,0.63717,0.03649
SD7003,0.58641,0.04086
SD7003,0.53499,0.04494
SD7003,0.4835,0.04859
SD7003,0.43249,0.05171
SD7003,0.3825,0.05415
SD7003,0.33405,0.05581
SD7003,0.2876,0.05658
SD7003,0.24358,0.05639
SD7003,0.2024,0.05518
SD7003,0.16442,0.05292
SD7003,0.12993,0.04961
SD7003,0.09921,0.04526
SD7003,0.07244,0.03993
SD7003,0.04978,0.03372
SD7003,0.0313,0.02677
SD7003,0.01702,0.01932
SD7003,0.00697,0.01172
SD7003,0.00127,0.00438
SD7003,0.00025,-0.00186
SD7003,0.00457,-0.00741
SD7003,0.01408,-0.01285
SD7003,0.02839,-0.01759
SD7003,0.04763,-0.02141
SD7003,0.07182,-0.02438
SD7003,0.10073,-0.0266
SD7003,0.13407,-0.02809
SD7003,0.1715,-0.02888
SD7003,0.21268,-0.029
SD7003,0.25719,-0.02852
SD7003,0.30456,-0.02752
SD7003,0.35426,-0.02608
SD7003,0.40572,-0.02428
SD7003,0.45837,-0.02217
SD7003,0.51161,-0.0198
SD7003,0.56484,-0.01723
SD7003,0.61748,-0.0145
SD7003,0.66898,-0.01167
SD7003,0.71883,-0.00887
SD7003,0.76644,-0.00628
SD7003,0.81118,-0.00403
SD7003,0.85241,-0.0022
SD7003,0.88957,-0.00082
SD7003,0.9221,8e-05
SD7003,0.94952,0.00052
SD7003,0.97134,0.00057
SD7003,0.98718,0.00037
SD7003,0.99679,0.00011
SD7003,1.00001,0.0
SD7032,1.0,0.0
SD7032,0.99674,0.00048
SD7032,0.98712,0.00204
SD7032,0.97155,0.00485
SD7032,0.95054,0.00894
SD7032,0.92464,0.0142
SD7032,0.89436,0.02041
SD7032,0.86021,0.02731
SD7032,0.82264,0.0346
SD7032,0.78208,0.04199
SD7032,0.73892,0.04925
SD7032,0.69356,0.0562
SD7032,0.64646,0.0627
SD7032,0.59812,0.06861
SD7032,0.54902,0.07381
SD7032,0.49967,0.07816
SD7032,0.45058,0.08154
SD7032,0.40222,0.08385
SD7032,0.35506,0.085
SD7032,0.30953,0.08493
SD7032,0.26604,0.08359
SD7032,0.22499,0.08096
SD7032,0.18671,0.07703
SD7032,0.15146,0.07182
SD7032,0.11948,0.06548
SD7032,0.09105,0.05809
SD7032,0.06627,0.04976
SD7032,0.04524,0.04078
SD7032,0.02812,0.03145
SD7032,0.01502,0.02206
SD7032,0.00606,0.01293
SD7032,0.00115,0.00448
SD7032,0.00038,-0.00223
SD7032,0.00532,-0.00701
SD7032,0.01649,-0.01088
SD7032,0.03308,-0.01403
SD7032,0.05491,-0.01635
SD7032,0.0818,-0.01787
SD7032,0.11351,-0.01862
SD7032,0.14974,-0.01867
SD7032,0.1901,-0.0181
SD7032,0.2342,-0.01699
SD7032,0.28153,-0.01547
SD7032,0.33154,-0.01363
SD7032,0.38364,-0.01152
SD7032,0.43724,-0.00922
SD7032,0.49176,-0.00678
SD7032,0.54659,-0.0043
SD7032,0.60112,-0.0019
SD7032,0.65469,0.0003
SD7032,0.70664,0.00224
SD7032,0.75634,0.00379
SD7032,0.80313,0.00485
SD7032,0.84635,0.00535
SD7032,0.88534,0.00526
SD7032,0.91942,0.00458
SD7032,0.94797,0.0035
SD7032,0.97054,0.00226
SD7032,0.98684,0.00113
SD7032,0.9967,0.0003
SD7032,1.00001,0.0
SD7037,1.0,0.0
SD7037,0.99672,0.00042
SD7037,0.98707,0.0018
SD7037,0.97146,0.00436
SD7037,0.95041,0.00811
SD7037,0.9245,0.01295
SD7037,0.89425,0.01865
SD7037,0.86015,0.0249
SD7037,0.82261,0.03141
SD7037,0.78201,0.03788
SD7037,0.73865,0.04413
SD7037,0.69294,0.05011
SD7037,0.64539,0.05572
SD7037,0.59655,0.06085
SD7037,0.54693,0.06538
SD7037,0.49706,0.06917
SD7037,0.44745,0.07211
SD7037,0.39862,0.0741
SD7037,0.35101,0.07504
SD7037,0.30508,0.07488
SD7037,0.26125,0.07358
SD7037,0.21989,0.07113
SD7037,0.18137,0.06754
SD7037,0.14601,0.06286
SD7037,0.1141,0.05715
SD7037,0.08586,0.05049
SD7037,0.06146,0.043
SD7037,0.04102,0.03486
SD7037,0.02462,0.02632
SD7037,0.01232,0.0177
SD7037,0.00418,0.00936
SD7037,0.00021,0.00185
SD7037,0.00127,-0.00393
SD7037,0.00806,-0.00839
SD7037,0.02038,-0.01227
SD7037,0.038,-0.01541
SD7037,0.06074,-0.01777
SD7037,0.08844,-0.01934
SD7037,0.12084,-0.02017
SD7037,0.15765,-0.02032
SD7037,0.1985,-0.01987
SD7037,0.24296,-0.01891
SD7037,0.29055,-0.01754
SD7037,0.34071,-0.01586
SD7037,0.39288,-0.01396
SD7037,0.44643,-0.0119
SD7037,0.50074,-0.00976
SD7037,0.55519,-0.0076
SD7037,0.60914,-0.00549
SD7037,0.66197,-0.00349
SD7037,0.71305,-0.00168
SD7037,0.76178,-0.00014
SD7037,0.80752,0.00104
SD7037,0.84964,0.00182
SD7037,0.88756,0.0022
SD7037,0.92071,0.00218
SD7037,0.94859,0.00185
SD7037,0.97077,0.00132
SD7037,0.9869,0.00071
SD7037,0.99671,0.00021
SD7037,1.00001,0.0
SD7043,1.0,0.0
SD7043,0.99681,0.00046
SD7043,0.98736,0.00191
SD7043,0.97202,0.00451
SD7043,0.95121,0.00828
SD7043,0.92544,0.01315
SD7043,0.89522,0.01897
SD7043,0.86108,0.02553
SD7043,0.82351,0.03256
SD7043,0.78301,0.03979
SD7043,0.74004,0.0469
SD7043,0.695,0.05362
SD7043,0.64825,0.05974
SD7043,0.60019,0.06515
SD7043,0.55127,0.06975
SD7043,0.50199,0.07347
SD7043,0.45282,0.0762
SD7043,0.40422,0.07789
SD7043,0.35665,0.0785
SD7043,0.31056,0.07802
SD7043,0.26639,0.07645
SD7043,0.22457,0.07382
SD7043,0.18549,0.07015
SD7043,0.14954,0.06549
SD7043,0.11702,0.05989
SD7043,0.08821,0.0534
SD7043,0.06331,0.04612
SD7043,0.04249,0.03818
SD7043,0.02581,0.02975
SD7043,0.01334,0.02106
SD7043,0.00509,0.01236
SD7043,0.00083,0.00404
SD7043,0.00052,-0.00278
SD7043,0.00555,-0.0077
SD7043,0.01669,-0.0115
SD7043,0.03324,-0.01452
SD7043,0.05501,-0.01669
SD7043,0.08183,-0.01802
SD7043,0.11345,-0.01856
SD7043,0.14956,-0.01839
SD7043,0.18979,-0.01756
SD7043,0.23374,-0.01617
SD7043,0.28094,-0.01429
SD7043,0.33088,-0.01204
SD7043,0.38302,-0.00951
SD7043,0.43678,-0.00683
SD7043,0.49153,-0.00412
SD7043,0.54665,-0.00148
SD7043,0.60146,0.00096
SD7043,0.6553,0.00311
SD7043,0.70751,0.00487
SD7043,0.7574,0.00615
SD7043,0.8043,0.00688
SD7043,0.84755,0.00703
SD7043,0.8865,0.00654
SD7043,0.92047,0.00546
SD7043,0.94881,0.004
SD7043,0.9711,0.00248
SD7043,0.98713,0.00119
SD7043,0.99678,0.00031
SD7043,1.00001,0.0
SD7062,1.0,0.0
SD7062,0.99652,0.00057
SD7062,0.98634,0.00242
SD7062,0.97004,0.00571
SD7062,0.94818,0.01036
SD7062,0.92127,0.01615
SD7062,0.88967,0.02289
SD7062,0.85381,0.03049
SD7062,0.81427,0.03885
SD7062,0.77166,0.04778
SD7062,0.72662,0.05702
SD7062,0.67973,0.06626
SD7062,0.63154,0.07517
SD7062,0.58254,0.08347
SD7062,0.53322,0.09089
SD7062,0.48402,0.09723
SD7062,0.4354,0.10229
SD7062,0.38779,0.10592
SD7062,0.34159,0.10801
SD7062,0.2972,0.10846
SD7062,0.25496,0.10722
SD7062,0.21521,0.10428
SD7062,0.17825,0.09965
SD7062,0.14432,0.0934
SD7062,0.11363,0.08562
SD7062,0.08637,0.07647
SD7062,0.06269,0.06616
SD7062,0.04272,0.05491
SD7062,0.0265,0.043
SD7062,0.0141,0.03081
SD7062,0.00562,0.01871
SD7062,0.00103,0.00711
SD7062,0.00027,-0.00327
SD7062,0.00425,-0.01115
SD7062,0.01414,-0.01701
SD7062,0.02991,-0.02205
SD7062,0.05099,-0.02623
SD7062,0.0771,-0.02948
SD7062,0.10798,-0.03179
SD7062,0.14328,-0.03319
SD7062,0.18265,-0.03367
SD7062,0.2257,-0.03327
SD7062,0.27199,-0.03206
SD7062,0.32105,-0.0301
SD7062,0.37238,-0.02747
SD7062,0.42547,-0.02426
SD7062,0.47979,-0.02064
SD7062,0.53477,-0.0168
SD7062,0.58975,-0.01295
SD7062,0.64403,-0.00927
SD7062,0.69692,-0.00593
SD7062,0.74768,-0.00307
SD7062,0.79557,-0.00079
SD7062,0.8399,0.00087
SD7062,0.87998,0.00189
SD7062,0.91518,0.0023
SD7062,0.94491,0.00216
SD7062,0.96864,0.00163
SD7062,0.98593,0.00092
SD7062,0.99646,0.00027
SD7062,1.00001,0.0
SD7080,1.0,0.0
SD7080,0.99671,0.00037
SD7080,0.98701,0.00162
SD7080,0.97133,0.00395
SD7080,0.95018,0.00743
SD7080,0.92413,0.01195
SD7080,0.89372,0.01728
SD7080,0.85943,0.02313
SD7080,0.82169,0.02919
SD7080,0.78084,0.03519
SD7080,0.7372,0.04097
SD7080,0.69117,0.04647
SD7080,0.64326,0.05163
SD7080,0.59402,0.05635
SD7080,0.54399,0.06052
SD7080,0.49371,0.06404
SD7080,0.4437,0.0668
SD7080,0.39448,0.06871
SD7080,0.34656,0.06969
SD7080,0.3004,0.06966
SD7080,0.25644,0.06858
SD7080,0.21509,0.06641
SD7080,0.1767,0.06312
SD7080,0.14157,0.05875
SD7080,0.10996,0.05334
SD7080,0.0821,0.04699
SD7080,0.05814,0.03983
SD7080,0.03821,0.03203
SD7080,0.02237,0.02383
SD7080,0.01068,0.01558
SD7080,0.00322,0.00763
SD7080,3e-05,0.00061
SD7080,0.00216,-0.00492
SD7080,0.01016,-0.00948
SD7080,0.02347,-0.01354
SD7080,0.04198,-0.01694
SD7080,0.06549,-0.01962
SD7080,0.09383,-0.02156
SD7080,0.12676,-0.02279
SD7080,0.16397,-0.02337
SD7080,0.20508,-0.02338
SD7080,0.24962,-0.02289
SD7080,0.2971,-0.02194
SD7080,0.347,-0.02059
SD7080,0.39877,-0.01891
SD7080,0.45183,-0.01696
SD7080,0.50559,-0.0148
SD7080,0.55945,-0.0125
SD7080,0.61281,-0.01015
SD7080,0.66505,-0.00783
SD7080,0.71557,-0.00564
SD7080,0.76376,-0.00366
SD7080,0.809,-0.00201
SD7080,0.85068,-0.00072
SD7080,0.8882,0.00017
SD7080,0.92104,0.00069
SD7080,0.94871,0.00087
SD7080,0.97079,0.00076
SD7080,0.98689,0.00047
SD7080,0.99671,0.00015
SD7080,1.00001,0.0
SD7084,1.0,0.0
SD7084,0.99658,0.0003
SD7084,0.9865,0.00139
SD7084,0.97026,0.00361
SD7084,0.94845,0.00706
SD7084,0.92172,0.01163
SD7084,0.89064,0.01708
SD7084,0.85575,0.02311
SD7084,0.81748,0.02938
SD7084,0.77619,0.03557
SD7084,0.73218,0.04152
SD7084,0.68584,0.04716
SD7084,0.6377,0.05245
SD7084,0.58829,0.05727
SD7084,0.53815,0.06151
SD7084,0.48783,0.06508
SD7084,0.43785,0.06786
SD7084,0.38874,0.06978
SD7084,0.34098,0.07074
SD7084,0.29505,0.07068
SD7084,0.25139,0.06955
SD7084,0.21042,0.06734
SD7084,0.17254,0.06399
SD7084,0.13804,0.05945
SD7084,0.1071,0.05374
SD7084,0.07986,0.04698
SD7084,0.05642,0.03934
SD7084,0.03687,0.03109
SD7084,0.02132,0.02256
SD7084,0.00985,0.01413
SD7084,0.00263,0.00631
SD7084,0.0,-0.00016
SD7084,0.00294,-0.00551
SD7084,0.01167,-0.01031
SD7084,0.02575,-0.0144
SD7084,0.04512,-0.01786
SD7084,0.06955,-0.02071
SD7084,0.09876,-0.02295
SD7084,0.13245,-0.02458
SD7084,0.1703,-0.0256
SD7084,0.2119,-0.02607
SD7084,0.2568,-0.02601
SD7084,0.30452,-0.02547
SD7084,0.35455,-0.02448
SD7084,0.40633,-0.02312
SD7084,0.45931,-0.02143
SD7084,0.51289,-0.01951
SD7084,0.56647,-0.01741
SD7084,0.61943,-0.0152
SD7084,0.67116,-0.01298
SD7084,0.72105,-0.01079
SD7084,0.76852,-0.00873
SD7084,0.81296,-0.00685
SD7084,0.85379,-0.00522
SD7084,0.89047,-0.00384
SD7084,0.9225,-0.00272
SD7084,0.94942,-0.00182
SD7084,0.97088,-0.00105
SD7084,0.98671,-0.00039
SD7084,0.99661,-6e-05
SD7084,1.0,0.0
SD7090,1.0,0.0
SD7090,0.99655,0.0005
SD7090,0.98664,0.00219
SD7090,0.97113,0.00512
SD7090,0.95062,0.00882
SD7090,0.92522,0.01284
SD7090,0.895,0.01718
SD7090,0.86036,0.02188
SD7090,0.82176,0.02691
SD7090,0.77972,0.03218
SD7090,0.73479,0.0376
SD7090,0.68754,0.04304
SD7090,0.6386,0.04834
SD7090,0.5885,0.05329
SD7090,0.53777,0.05773
SD7090,0.48692,0.06153
SD7090,0.43649,0.06457
SD7090,0.38699,0.06674
SD7090,0.3389,0.06795
SD7090,0.29269,0.06814
SD7090,0.24878,0.06724
SD7090,0.20759,0.06522
SD7090,0.16945,0.06206
SD7090,0.13467,0.0578
SD7090,0.10352,0.05249
SD7090,0.07624,0.04621
SD7090,0.05297,0.03907
SD7090,0.03384,0.03125
SD7090,0.01891,0.02298
SD7090,0.00827,0.01458
SD7090,0.00196,0.00637
SD7090,5e-05,-0.00097
SD7090,0.00345,-0.00734
SD7090,0.01238,-0.01318
SD7090,0.02624,-0.01834
SD7090,0.04514,-0.02262
SD7090,0.06903,-0.02605
SD7090,0.09771,-0.02873
SD7090,0.13087,-0.03067
SD7090,0.16817,-0.03188
SD7090,0.20926,-0.0324
SD7090,0.25371,-0.03229
SD7090,0.30106,-0.03161
SD7090,0.35077,-0.03046
SD7090,0.40227,-0.02889
SD7090,0.45499,-0.02696
SD7090,0.50832,-0.02472
SD7090,0.56166,-0.02221
SD7090,0.61442,-0.01948
SD7090,0.66605,-0.01658
SD7090,0.71605,-0.01363
SD7090,0.76381,-0.01083
SD7090,0.80869,-0.00829
SD7090,0.85007,-0.00609
SD7090,0.88735,-0.00426
SD7090,0.92001,-0.00279
SD7090,0.94757,-0.0016
SD7090,0.96974,-0.00066
SD7090,0.98622,-9e-05
SD7090,0.9965,4e-05
SD7090,1.00001,0.0
SD8000,1.0,0.0
SD8000,0.99674,0.0003
SD8000,0.98711,0.0013
SD8000,0.97148,0.00321
SD8000,0.95032,0.00607
SD8000,0.92413,0.00984
SD8000,0.89343,0.01434
SD8000,0.85871,0.01936
SD8000,0.82042,0.02466
SD8000,0.77899,0.03
SD8000,0.73481,0.03521
SD8000,0.68831,0.04017
SD8000,0.63998,0.04478
SD8000,0.59034,0.04894
SD8000,0.53991,0.05256
SD8000,0.48921,0.05553
SD8000,0.43875,0.0578
SD8000,0.38905,0.05929
SD8000,0.34062,0.05996
SD8000,0.29395,0.05978
SD8000,0.24951,0.05872
SD8000,0.20775,0.05675
SD8000,0.16906,0.05389
SD8000,0.1338,0.05012
SD8000,0.10229,0.04548
SD8000,0.07476,0.04
SD8000,0.05142,0.03377
SD8000,0.03238,0.02686
SD8000,0.01766,0.01948
SD8000,0.00729,0.01194
SD8000,0.00136,0.0046
SD8000,0.00022,-0.00175
SD8000,0.0044,-0.00749
SD8000,0.0137,-0.01315
SD8000,0.0278,-0.01814
SD8000,0.04677,-0.02225
SD8000,0.07058,-0.02544
SD8000,0.09914,-0.02776
SD8000,0.13219,-0.02929
SD8000,0.16941,-0.03008
SD8000,0.21041,-0.0302
SD8000,0.25477,-0.02969
SD8000,0.30202,-0.02864
SD8000,0.35163,-0.0271
SD8000,0.40307,-0.02514
SD8000,0.45576,-0.02284
SD8000,0.50913,-0.02024
SD8000,0.56263,-0.01744
SD8000,0.61566,-0.01459
SD8000,0.66757,-0.01179
SD8000,0.71773,-0.0091
SD8000,0.76556,-0.00662
SD8000,0.81047,-0.00445
SD8000,0.85185,-0.00268
SD8000,0.8891,-0.00132
SD8000,0.9217,-0.0004
SD8000,0.94916,0.00013
SD8000,0.97105,0.00032
SD8000,0.987,0.00026
SD8000,0.99673,9e-05
SD8000,1.00001,0.0
SD8020,1.0,0.0
SD8020,0.99646,0.00027
SD8020,0.98625,0.00131
SD8020,0.97017,0.0033
SD8020,0.94885,0.00591
SD8020,0.92247,0.00876
SD8020,0.89118,0.01188
SD8020,0.85538,0.01532
SD8020,0.8156,0.01908
SD8020,0.77237,0.02308
SD8020,0.72627,0.02722
SD8020,0.67789,0.03135
SD8020,0.62777,0.03535
SD8020,0.57647,0.03909
SD8020,0.52456,0.04246
SD8020,0.47261,0.04536
SD8020,0.42116,0.0477
SD8020,0.37077,0.04938
SD8020,0.32196,0.05034
SD8020,0.27523,0.05051
SD8020,0.23106,0.04982
SD8020,0.18987,0.04824
SD8020,0.15203,0.04574
SD8020,0.11789,0.04233
SD8020,0.08774,0.03802
SD8020,0.06179,0.03287
SD8020,0.04024,0.02697
SD8020,0.02318,0.02041
SD8020,0.01065,0.01345
SD8020,0.00276,0.00645
SD8020,0.0,0.0
SD8020,0.00276,-0.00645
SD8020,0.01066,-0.01345
SD8020,0.02319,-0.02041
SD8020,0.04024,-0.02697
SD8020,0.0618,-0.03287
SD8020,0.08774,-0.03802
SD8020,0.1179,-0.04233
SD8020,0.15204,-0.04574
SD8020,0.18987,-0.04824
SD8020,0.23107,-0.04982
SD8020,0.27524,-0.05051
SD8020,0.32197,-0.05034
SD8020,0.37077,-0.04938
SD8020,0.42117,-0.04769
SD8020,0.47262,-0.04536
SD8020,0.52457,-0.04246
SD8020,0.57648,-0.03908
SD8020,0.62778,-0.03534
SD8020,0.6779,-0.03135
SD8020,0.72629,-0.02722
SD8020,0.77238,-0.02308
SD8020,0.81561,-0.01907
SD8020,0.85539,-0.01532
SD8020,0.89119,-0.01188
SD8020,0.92248,-0.00876
SD8020,0.94886,-0.00591
SD8020,0.97018,-0.0033
SD8020,0.98626,-0.00131
SD8020,0.99647,-0.00027
SD8020,1.00001,0.0
SD8040,1.0,0.0
SD8040,0.99667,0.00037
SD8040,0.98684,0.00162
SD8040,0.97093,0.00397
SD8040,0.94946,0.00748
SD8040,0.92299,0.01208
SD8040,0.89205,0.01757
SD8040,0.85717,0.02369
SD8040,0.81881,0.03018
SD8040,0.77739,0.03675
SD8040,0.73331,0.04321
SD8040,0.68699,0.04942
SD8040,0.63893,0.05527
SD8040,0.58966,0.0606
SD8040,0.53969,0.0653
SD8040,0.48953,0.06925
SD8040,0.4397,0.07233
SD8040,0.3907,0.07444
SD8040,0.343,0.07552
SD8040,0.29706,0.0755
SD8040,0.25332,0.07434
SD8040,0.21218,0.07201
SD8040,0.17398,0.0685
SD8040,0.13903,0.06386
SD8040,0.10761,0.05814
SD8040,0.07994,0.05144
SD8040,0.0562,0.04389
SD8040,0.03653,0.03565
SD8040,0.02099,0.02694
SD8040,0.00967,0.01809
SD8040,0.00271,0.00938
SD8040,4e-05,0.00101
SD8040,0.00157,-0.00582
SD8040,0.00845,-0.01097
SD8040,0.0212,-0.01542
SD8040,0.03925,-0.01911
