cor_name,x,y
NACA0009,0.69134,0.02823
NACA0009,0.62941,0.03247
NACA0009,0.56526,0.03638
NACA0009,0.5,0.03978
NACA0009,0.43474,0.04248
NACA0009,0.37059,0.04431
NACA0009,0.33928,0.04484
NACA0009,0.30866,0.04509
NACA0009,0.27886,0.04504
NACA0009,0.25,0.04466
NACA0009,0.22221,0.04397
NACA0009,0.19562,0.04295
NACA0009,0.17033,0.04161
NACA0009,0.14645,0.03994
NACA0009,0.12408,0.03795
NACA0009,0.10332,0.03564
NACA0009,0.08427,0.03305
NACA0009,0.06699,0.03023
NACA0009,0.05156,0.0272
NACA0009,0.03806,0.02395
NACA0009,0.02653,0.02039
NACA0009,0.01704,0.01646
NACA0009,0.00961,0.01214
NACA0009,0.00428,0.00767
NACA0009,0.00107,0.00349
NACA0009,0.0,0.0
NACA0009,0.00107,-0.00349
NACA0009,0.00428,-0.00767
NACA0009,0.00961,-0.01214
NACA0009,0.01704,-0.01646
NACA0009,0.02653,-0.02039
NACA0009,0.03806,-0.02395
NACA0009,0.05156,-0.0272
NACA0009,0.06699,-0.03023
NACA0009,0.08427,-0.03305
NACA0009,0.10332,-0.03564
NACA0009,0.12408,-0.03795
NACA0009,0.14645,-0.03994
NACA0009,0.17033,-0.04161
NACA0009,0.19562,-0.04295
NACA0009,0.22221,-0.04397
NACA0009,0.25,-0.04466
NACA0009,0.27886,-0.04504
NACA0009,0.30866,-0.04509
NACA0009,0.33928,-0.04484
NACA0009,0.37059,-0.04431
NACA0009,0.43474,-0.04248
NACA0009,0.5,-0.03978
NACA0009,0.56526,-0.03638
NACA0009,0.62941,-0.03247
NACA0009,0.69134,-0.02823
NACA0009,0.75,-0.02384
NACA0009,0.80438,-0.01945
NACA0009,0.85355,-0.01522
NACA0009,0.89668,-0.01127
NACA0009,0.93301,-0.0077
NACA0009,0.96194,-0.00463
NACA0009,0.98296,-0.00218
NACA0009,0.99572,-0.00057
NACA0009,1.0,0.0
NACA2411,1.0,0.0
NACA2411,0.9973,0.00059
NACA2411,0.98918,0.00235
NACA2411,0.97578,0.0052
NACA2411,0.9572,0.00906
NACA2411,0.93365,0.0138
NACA2411,0.90535,0.01927
NACA2411,0.8726,0.02532
NACA2411,0.83577,0.03175
NACA2411,0.7952,0.03839
NACA2411,0.75138,0.04506
NACA2411,0.70475,0.05158
NACA2411,0.65583,0.05777
NACA2411,0.60513,0.06347
NACA2411,0.55322,0.06852
NACA2411,0.50067,0.07276
NACA2411,0.44807,0.07606
NACA2411,0.39597,0.0783
NACA2411,0.34455,0.07912
NACA2411,0.29485,0.07831
NACA2411,0.24745,0.07588
NACA2411,0.20292,0.07193
NACA2411,0.16175,0.06659
NACA2411,0.12448,0.06006
NACA2411,0.09148,0.05253
NACA2411,0.06317,0.04427
NACA2411,0.03985,0.03553
NACA2411,0.0217,0.02654
NACA2411,0.00897,0.01752
NACA2411,0.00172,0.00862
NACA2411,0.0,0.0
NACA2411,0.00375,-0.00794
NACA2411,0.0129,-0.01483
NACA2411,0.02723,-0.02061
NACA2411,0.04662,-0.02531
NACA2411,0.0708,-0.02893
NACA2411,0.09948,-0.03151
NACA2411,0.13238,-0.0331
NACA2411,0.16912,-0.03379
NACA2411,0.20932,-0.03368
NACA2411,0.25255,-0.03291
NACA2411,0.29842,-0.03165
NACA2411,0.34642,-0.03005
NACA2411,0.39612,-0.0283
NACA2411,0.4474,-0.02637
NACA2411,0.49933,-0.02415
NACA2411,0.55132,-0.02174
NACA2411,0.6028,-0.01925
NACA2411,0.6532,-0.01677
NACA2411,0.70198,-0.01436
NACA2411,0.74862,-0.01208
NACA2411,0.79257,-0.00994
NACA2411,0.83337,-0.00798
NACA2411,0.87053,-0.00621
NACA2411,0.90368,-0.00463
NACA2411,0.93238,-0.00326
NACA2411,0.95633,-0.00211
NACA2411,0.97528,-0.0012
NACA2411,0.98895,-0.00054
NACA2411,0.99723,-0.00013
NACA2411,1.0,0.0
NACA6409,1.0,0.0
NACA6409,0.99732,0.00084
NACA6409,0.9893,0.00333
NACA6409,0.97603,0.00737
NACA6409,0.9576,0.01284
NACA6409,0.93423,0.01954
NACA6409,0.90615,0.02724
NACA6409,0.87357,0.03571
NACA6409,0.8369,0.04464
NACA6409,0.79647,0.05378
NACA6409,0.75272,0.06283
NACA6409,0.70608,0.07153
NACA6409,0.6571,0.07961
NACA6409,0.60627,0.08684
NACA6409,0.55413,0.09302
NACA6409,0.50132,0.09796
NACA6409,0.4484,0.10152
NACA6409,0.3959,0.1036
NACA6409,0.34367,0.10352
NACA6409,0.29315,0.10086
NACA6409,0.24502,0.09584
NACA6409,0.19988,0.08874
NACA6409,0.1583,0.07992
NACA6409,0.1208,0.06982
NACA6409,0.0878,0.05889
NACA6409,0.05968,0.04762
NACA6409,0.03677,0.03646
NACA6409,0.0192,0.02581
NACA6409,0.0072,0.01603
NACA6409,0.0008,0.00737
NACA6409,0.0,0.0
NACA6409,0.00467,-0.00573
NACA6409,0.01467,-0.00956
NACA6409,0.02973,-0.01157
NACA6409,0.0497,-0.01192
NACA6409,0.07428,-0.0108
NACA6409,0.10317,-0.00844
NACA6409,0.13607,-0.00513
NACA6409,0.17257,-0.00119
NACA6409,0.21235,0.00307
NACA6409,0.25498,0.00729
NACA6409,0.30012,0.01112
NACA6409,0.3473,0.01425
NACA6409,0.39618,0.01639
NACA6409,0.44707,0.01772
NACA6409,0.49868,0.01871
NACA6409,0.5504,0.01925
NACA6409,0.60167,0.01929
NACA6409,0.65193,0.0188
NACA6409,0.70065,0.0178
NACA6409,0.74728,0.01634
NACA6409,0.7913,0.01451
NACA6409,0.83223,0.01241
NACA6409,0.86957,0.01017
NACA6409,0.90288,0.00791
NACA6409,0.9318,0.00576
NACA6409,0.95593,0.00383
NACA6409,0.97503,0.00221
NACA6409,0.98883,0.00101
NACA6409,0.99722,0.00025
NACA6409,1.0,0.0
RG15,1.0,0.0
RG15,0.99671,0.00054
RG15,0.98726,0.00229
RG15,0.97237,0.00514
RG15,0.95248,0.00865
RG15,0.92764,0.01254
RG15,0.8981,0.01685
RG15,0.86427,0.02152
RG15,0.8266,0.02644
RG15,0.78557,0.03149
RG15,0.74165,0.03654
RG15,0.69537,0.04146
RG15,0.64723,0.04612
RG15,0.59778,0.05039
RG15,0.54753,0.05414
RG15,0.49702,0.05727
RG15,0.44676,0.05966
RG15,0.39727,0.06123
RG15,0.34902,0.0619
RG15,0.30248,0.06162
RG15,0.25809,0.06036
RG15,0.21624,0.0581
RG15,0.1773,0.05486
RG15,0.14161,0.05068
RG15,0.10945,0.04564
RG15,0.08108,0.03985
RG15,0.05673,0.03343
RG15,0.03658,0.02654
RG15,0.02076,0.01935
RG15,0.00932,0.01214
RG15,0.00235,0.00526
RG15,0.0,0.0
RG15,0.00336,-0.00534
RG15,0.01247,-0.01006
RG15,0.0267,-0.01436
RG15,0.04596,-0.01811
RG15,0.0701,-0.02123
RG15,0.09896,-0.02372
RG15,0.13224,-0.02559
RG15,0.16963,-0.02688
RG15,0.21073,-0.02762
RG15,0.25509,-0.02785
RG15,0.30221,-0.02762
RG15,0.35156,-0.02696
RG15,0.40257,-0.0259
RG15,0.45463,-0.02446
RG15,0.50713,-0.02262
RG15,0.55944,-0.02025
RG15,0.61128,-0.01717
RG15,0.66244,-0.01366
RG15,0.71237,-0.01015
RG15,0.76037,-0.00691
RG15,0.80575,-0.00413
RG15,0.84779,-0.00192
RG15,0.88583,-0.00034
RG15,0.91925,0.00062
RG15,0.94748,0.00101
RG15,0.97003,0.00097
RG15,0.98652,0.00064
RG15,0.9966,0.00021
RG15,1.0,0.0
S2048,1.0,0.0
S2048,0.99671,0.00045
S2048,0.9871,0.00196
S2048,0.97174,0.0047
S2048,0.95126,0.00855
S2048,0.92617,0.0132
S2048,0.89683,0.01825
S2048,0.86343,0.02345
S2048,0.82623,0.02877
S2048,0.78572,0.03418
S2048,0.74243,0.03954
S2048,0.69691,0.04467
S2048,0.64968,0.04934
S2048,0.60115,0.05332
S2048,0.55171,0.05649
S2048,0.50176,0.05879
S2048,0.45172,0.06025
S2048,0.40212,0.06093
S2048,0.3535,0.06086
S2048,0.3064,0.06004
S2048,0.26132,0.05849
S2048,0.21878,0.05621
S2048,0.17925,0.05318
S2048,0.14319,0.04935
S2048,0.11087,0.04457
S2048,0.08232,0.03887
S2048,0.05765,0.03256
S2048,0.03715,0.0259
S2048,0.02106,0.01905
S2048,0.0095,0.01218
S2048,0.00249,0.00552
S2048,1e-05,-0.00028
S2048,0.00307,-0.00506
S2048,0.012,-0.00943
S2048,0.02603,-0.01339
S2048,0.04518,-0.01667
S2048,0.06942,-0.01934
S2048,0.09852,-0.02152
S2048,0.1321,-0.02327
S2048,0.16972,-0.02461
S2048,0.21096,-0.02553
S2048,0.25531,-0.026
S2048,0.30225,-0.026
S2048,0.35127,-0.02546
S2048,0.40189,-0.02432
S2048,0.45363,-0.0226
S2048,0.50596,-0.0203
S2048,0.55846,-0.01736
S2048,0.61084,-0.01395
S2048,0.6626,-0.01049
S2048,0.71302,-0.00724
S2048,0.76139,-0.00439
S2048,0.807,-0.00208
S2048,0.84914,-0.0004
S2048,0.88712,0.00067
S2048,0.92036,0.0012
S2048,0.94833,0.00127
S2048,0.97059,0.00102
S2048,0.98681,0.0006
S2048,0.99669,0.00018
S2048,1.00001,0.0
S2055,1.0,0.0
S2055,0.9967,0.00037
S2055,0.98702,0.00164
S2055,0.9715,0.004
S2055,0.95075,0.00738
S2055,0.92529,0.01151
S2055,0.89548,0.01607
S2055,0.86156,0.02081
S2055,0.82383,0.02571
S2055,0.78279,0.03074
S2055,0.73898,0.03577
S2055,0.69297,0.04061
S2055,0.64527,0.04504
S2055,0.59634,0.04884
S2055,0.54654,0.05187
S2055,0.49629,0.05408
S2055,0.44602,0.05552
S2055,0.39625,0.05623
S2055,0.34755,0.05624
S2055,0.30044,0.05557
S2055,0.25546,0.0542
S2055,0.2131,0.05215
S2055,0.17385,0.04939
S2055,0.13818,0.04585
S2055,0.10633,0.04135
S2055,0.0783,0.03594
S2055,0.05421,0.02992
S2055,0.03433,0.02356
S2055,0.0189,0.01704
S2055,0.00803,0.01051
S2055,0.00174,0.00423
S2055,0.00012,-0.00101
S2055,0.00403,-0.00537
S2055,0.01374,-0.00952
S2055,0.02855,-0.01321
S2055,0.04846,-0.0162
S2055,0.07349,-0.01855
S2055,0.10338,-0.02043
S2055,0.13776,-0.02187
S2055,0.17622,-0.02292
S2055,0.21835,-0.02358
S2055,0.26365,-0.0239
S2055,0.31161,-0.02387
S2055,0.36169,-0.02354
S2055,0.41332,-0.02293
S2055,0.46591,-0.02205
S2055,0.51885,-0.02092
S2055,0.57154,-0.01955
S2055,0.62337,-0.01794
S2055,0.67376,-0.01604
S2055,0.72225,-0.0138
S2055,0.76843,-0.0113
S2055,0.81187,-0.0087
S2055,0.8521,-0.00617
S2055,0.88861,-0.00389
S2055,0.92087,-0.00205
S2055,0.94834,-0.00075
S2055,0.97046,-3e-05
S2055,0.98671,0.00019
S2055,0.99666,9e-05
S2055,1.00001,0.0
S2091,1.0,0.0
S2091,0.99674,0.00035
S2091,0.98707,0.0015
S2091,0.97126,0.00367
S2091,0.9497,0.00699
S2091,0.92292,0.0115
S2091,0.89147,0.01713
S2091,0.85595,0.02373
S2091,0.81694,0.03107
S2091,0.77501,0.03888
S2091,0.73071,0.04688
S2091,0.68455,0.05478
S2091,0.63701,0.06231
S2091,0.58856,0.0692
S2091,0.53966,0.07525
S2091,0.49073,0.08028
S2091,0.4422,0.08415
S2091,0.3945,0.08676
S2091,0.34805,0.08804
S2091,0.30323,0.08793
S2091,0.26043,0.08643
S2091,0.22002,0.08355
S2091,0.18232,0.07933
S2091,0.14765,0.07381
S2091,0.11622,0.06708
S2091,0.08823,0.05927
S2091,0.06384,0.05059
S2091,0.0432,0.0413
S2091,0.02645,0.03168
S2091,0.01374,0.02204
S2091,0.00517,0.01269
S2091,0.00076,0.00401
S2091,0.00058,-0.00312
S2091,0.00575,-0.00864
S2091,0.01662,-0.01315
S2091,0.03263,-0.01645
S2091,0.05397,-0.01844
S2091,0.08063,-0.01935
S2091,0.11237,-0.01939
S2091,0.14884,-0.01872
S2091,0.1896,-0.0175
S2091,0.23417,-0.0158
S2091,0.28206,-0.01373
S2091,0.33272,-0.01141
S2091,0.38556,-0.00894
S2091,0.43996,-0.00642
S2091,0.49529,-0.00397
S2091,0.5509,-0.0017
S2091,0.60607,0.00025
S2091,0.66007,0.00182
S2091,0.71218,0.00296
S2091,0.76169,0.00367
S2091,0.80796,0.00397
S2091,0.85037,0.00391
S2091,0.88835,0.00354
S2091,0.92142,0.00295
S2091,0.94912,0.00222
S2091,0.9711,0.00144
S2091,0.98706,0.00073
S2091,0.99675,0.0002
S2091,1.00001,0.0
S3010,1.0,0.0
S3010,0.99674,0.00027
S3010,0.98706,0.00118
S3010,0.97122,0.00293
S3010,0.94959,0.00564
S3010,0.92264,0.00936
S3010,0.8909,0.01405
S3010,0.85493,0.0196
S3010,0.81531,0.02585
S3010,0.77261,0.03259
S3010,0.72739,0.03958
S3010,0.68021,0.04658
S3010,0.63158,0.05337
S3010,0.58203,0.05971
S3010,0.53204,0.06541
S3010,0.48213,0.07029
S3010,0.43275,0.07422
S3010,0.38438,0.07706
S3010,0.3375,0.0787
S3010,0.2925,0.07902
S3010,0.2497,0.07796
S3010,0.20944,0.07556
S3010,0.17206,0.07184
S3010,0.13785,0.06689
S3010,0.10706,0.06076
S3010,0.0799,0.0536
S3010,0.05655,0.04556
S3010,0.03713,0.03683
S3010,0.02173,0.02766
S3010,0.01042,0.01835
S3010,0.00319,0.00927
S3010,5e-05,0.001
S3010,0.00181,-0.00543
S3010,0.00932,-0.01048
S3010,0.02239,-0.01506
S3010,0.04061,-0.01894
S3010,0.06381,-0.02203
S3010,0.0918,-0.02427
S3010,0.12435,-0.02567
S3010,0.16119,-0.02625
S3010,0.202,-0.0261
S3010,0.24635,-0.02531
S3010,0.29376,-0.02399
S3010,0.34371,-0.02221
S3010,0.39565,-0.02009
S3010,0.44899,-0.01769
S3010,0.50312,-0.01514
S3010,0.55743,-0.01252
S3010,0.61127,-0.00994
S3010,0.66399,-0.00749
S3010,0.71495,-0.00526
S3010,0.7635,-0.00332
S3010,0.80901,-0.00172
S3010,0.85087,-0.00051
S3010,0.88851,0.00031
S3010,0.9214,0.00075
S3010,0.94905,0.00086
S3010,0.97104,0.00072
S3010,0.98703,0.00042
S3010,0.99674,0.00013
S3010,1.0,0.0
S3014,1.0,0.0
S3014,0.99663,0.00021
S3014,0.98667,0.00099
S3014,0.97044,0.00264
S3014,0.9484,0.00532
S3014,0.92108,0.00911
S3014,0.88906,0.01394
S3014,0.85297,0.0197
S3014,0.81342,0.02617
S3014,0.77104,0.0331
S3014,0.72642,0.04012
S3014,0.68001,0.04685
S3014,0.63214,0.05301
S3014,0.58321,0.0585
S3014,0.53368,0.06322
S3014,0.48405,0.06704
S3014,0.43477,0.06988
S3014,0.38629,0.07166
S3014,0.33908,0.07235
S3014,0.29354,0.07192
S3014,0.25011,0.07043
S3014,0.20924,0.0679
S3014,0.17136,0.06434
S3014,0.13682,0.05971
S3014,0.10585,0.05403
S3014,0.07864,0.04741
S3014,0.05535,0.03997
S3014,0.03607,0.0319
S3014,0.02088,0.02344
S3014,0.00978,0.01492
S3014,0.00278,0.00682
S3014,0.0,-3e-05
S3014,0.00284,-0.00526
S3014,0.01183,-0.00972
S3014,0.0261,-0.01383
S3014,0.04545,-0.01731
S3014,0.06973,-0.02006
S3014,0.09879,-0.02204
S3014,0.13239,-0.02329
S3014,0.17024,-0.02386
S3014,0.21197,-0.02385
S3014,0.25713,-0.02335
S3014,0.3052,-0.02244
S3014,0.35564,-0.0212
S3014,0.40787,-0.0197
S3014,0.46129,-0.01801
S3014,0.51527,-0.0162
S3014,0.5692,-0.01433
S3014,0.62242,-0.01246
S3014,0.67431,-0.01064
S3014,0.72423,-0.00893
S3014,0.77158,-0.00736
S3014,0.81577,-0.00595
S3014,0.85625,-0.00472
S3014,0.8925,-0.00367
S3014,0.92405,-0.00277
S3014,0.95049,-0.00199
S3014,0.97151,-0.00124
S3014,0.98699,-0.00052
S3014,0.99668,-0.0001
S3014,1.00001,0.0
S3016,1.0,0.0
S3016,0.99664,0.00017
S3016,0.98669,0.00085
S3016,0.97048,0.00233
S3016,0.94843,0.00476
S3016,0.92107,0.00821
S3016,0.88898,0.01266
S3016,0.85274,0.01798
S3016,0.81299,0.024
S3016,0.77035,0.03047
S3016,0.72541,0.03706
S3016,0.67865,0.04337
S3016,0.6304,0.04917
S3016,0.58106,0.05437
S3016,0.53112,0.05885
S3016,0.48109,0.06252
S3016,0.43144,0.06528
S3016,0.38265,0.06707
S3016,0.33517,0.06783
S3016,0.28946,0.06755
S3016,0.24593,0.06624
S3016,0.20504,0.06396
S3016,0.16726,0.06066
S3016,0.13288,0.05631
S3016,0.10216,0.05092
S3016,0.07529,0.04459
S3016,0.0524,0.03743
S3016,0.03358,0.02964
S3016,0.01892,0.02146
S3016,0.00839,0.01321
S3016,0.00203,0.00544
S3016,7e-05,-0.00095
S3016,0.00391,-0.00606
S3016,0.01386,-0.01088
S3016,0.02891,-0.01543
S3016,0.04888,-0.01941
S3016,0.07362,-0.02271
S3016,0.10296,-0.02526
S3016,0.13666,-0.02705
S3016,0.17444,-0.02807
S3016,0.21598,-0.02839
S3016,0.26085,-0.0281
S3016,0.30857,-0.02729
S3016,0.35862,-0.02604
S3016,0.41044,-0.02442
S3016,0.46345,-0.02251
S3016,0.51705,-0.0204
S3016,0.57061,-0.01816
S3016,0.62352,-0.01588
S3016,0.67514,-0.01363
S3016,0.72484,-0.01147
S3016,0.77202,-0.00946
S3016,0.81607,-0.00763
S3016,0.85645,-0.00602
S3016,0.89264,-0.00462
S3016,0.92414,-0.00344
S3016,0.95055,-0.00242
S3016,0.97154,-0.00148
S3016,0.987,-0.00063
S3016,0.99668,-0.00012
S3016,1.0,0.0
S3021,1.0,0.0
S3021,0.99663,0.00039
S3021,0.98679,0.00172
S3021,0.97104,0.00419
S3021,0.94996,0.00769
S3021,0.92398,0.01193
S3021,0.89336,0.0167
S3021,0.8584,0.02198
S3021,0.81959,0.02776
S3021,0.77748,0.03393
S3021,0.73266,0.04038
S3021,0.68572,0.04694
S3021,0.6373,0.05341
S3021,0.58801,0.05954
S3021,0.53839,0.06504
S3021,0.48891,0.06964
S3021,0.43996,0.07312
S3021,0.3919,0.07536
S3021,0.34513,0.07632
S3021,0.29999,0.07596
S3021,0.25685,0.07433
S3021,0.21611,0.07151
S3021,0.17816,0.06753
S3021,0.14331,0.06243
S3021,0.11182,0.05631
S3021,0.08392,0.0493
S3021,0.05983,0.04156
S3021,0.03968,0.03329
S3021,0.02358,0.02472
S3021,0.0116,0.01615
S3021,0.00374,0.00799
S3021,8e-05,0.00099
S3021,0.00191,-0.00427
S3021,0.00984,-0.00852
S3021,0.0232,-0.01232
S3021,0.04178,-0.01547
S3021,0.06542,-0.01789
S3021,0.09395,-0.01957
S3021,0.12712,-0.02053
S3021,0.16464,-0.02085
S3021,0.20614,-0.02059
S3021,0.25118,-0.01986
S3021,0.29928,-0.01876
S3021,0.34988,-0.01742
S3021,0.40237,-0.01592
S3021,0.45612,-0.01433
S3021,0.51047,-0.01273
S3021,0.56476,-0.01115
S3021,0.61834,-0.00963
S3021,0.67056,-0.00821
S3021,0.72079,-0.0069
S3021,0.7684,-0.0057
S3021,0.81283,-0.00462
S3021,0.85355,-0.00365
S3021,0.89005,-0.00278
S3021,0.92187,-0.00193
S3021,0.94876,-0.00107
S3021,0.97048,-0.00035
S3021,0.9866,3e-05
S3021,0.99661,6e-05
S3021,1.00001,0.0
S4061,1.0,0.0
S4061,0.99675,0.00034
S4061,0.98709,0.00147
S4061,0.97129,0.00363
S4061,0.94977,0.00698
S4061,0.92304,0.01156
S4061,0.89171,0.01729
S4061,0.85637,0.02403
S4061,0.81765,0.03151
S4061,0.7761,0.03945
S4061,0.73227,0.04752
S4061,0.68665,0.05541
S4061,0.63971,0.06283
S4061,0.59189,0.06949
S4061,0.54359,0.07519
S4061,0.49522,0.07974
S4061,0.44716,0.08301
S4061,0.39979,0.08491
S4061,0.35348,0.08542
S4061,0.30862,0.08453
S4061,0.26554,0.08227
S4061,0.2246,0.07876
S4061,0.18619,0.07414
S4061,0.15074,0.06848
S4061,0.11855,0.06186
S4061,0.08988,0.05437
S4061,0.06493,0.04616
S4061,0.04385,0.03741
S4061,0.02676,0.02838
S4061,0.0138,0.01937
S4061,0.00502,0.01069
S4061,0.00046,0.00283
S4061,0.00079,-0.0032
S4061,0.00681,-0.00787
S4061,0.01835,-0.01209
S4061,0.03499,-0.01545
S4061,0.05666,-0.0178
S4061,0.08329,-0.01907
S4061,0.11475,-0.01932
S4061,0.15086,-0.01864
S4061,0.1913,-0.01724
S4061,0.23566,-0.01527
S4061,0.28346,-0.01291
S4061,0.33414,-0.01034
S4061,0.38708,-0.00771
S4061,0.44161,-0.00516
S4061,0.49704,-0.00279
S4061,0.55267,-0.00069
S4061,0.60777,0.00107
S4061,0.66164,0.00245
S4061,0.71357,0.00342
S4061,0.76289,0.004
S4061,0.80895,0.00419
S4061,0.85115,0.00405
S4061,0.88894,0.00363
S4061,0.92184,0.00301
S4061,0.9494,0.00225
S4061,0.97127,0.00146
S4061,0.98714,0.00074
S4061,0.99678,0.0002
S4061,1.00001,0.0
S4062,1.0,0.0
S4062,0.99671,0.00041
S4062,0.98696,0.00178
S4062,0.97107,0.00438
S4062,0.94954,0.00836
S4062,0.92297,0.01374
S4062,0.892,0.02036
S4062,0.85727,0.02799
S4062,0.81936,0.03628
S4062,0.77881,0.04487
S4062,0.73609,0.05339
S4062,0.69165,0.06147
S4062,0.64586,0.06881
S4062,0.59909,0.07513
S4062,0.55168,0.08024
S4062,0.50397,0.08399
S4062,0.45626,0.0863
S4062,0.40887,0.08717
S4062,0.36217,0.08673
S4062,0.31661,0.0851
S4062,0.27271,0.08239
S4062,0.23092,0.07864
S4062,0.19171,0.07393
S4062,0.1555,0.06828
S4062,0.12259,0.06173
S4062,0.09326,0.05435
S4062,0.06769,0.04627
S4062,0.04604,0.03765
S4062,0.02843,0.02876
S4062,0.01499,0.01986
S4062,0.00578,0.01124
S4062,0.00081,0.00339
S4062,0.00061,-0.00262
S4062,0.00608,-0.00725
S4062,0.01719,-0.01145
S4062,0.03342,-0.01482
S4062,0.0547,-0.01716
S4062,0.08097,-0.01844
S4062,0.11211,-0.01868
S4062,0.14793,-0.018
S4062,0.18813,-0.01659
S4062,0.23229,-0.01462
S4062,0.27993,-0.01224
S4062,0.33049,-0.00965
S4062,0.38336,-0.007
S4062,0.43788,-0.00441
S4062,0.49336,-0.00199
S4062,0.54909,0.00015
S4062,0.60436,0.00196
S4062,0.65845,0.00337
S4062,0.71066,0.00437
S4062,0.76031,0.00495
S4062,0.80673,0.00511
S4062,0.84932,0.00491
S4062,0.88751,0.00439
S4062,0.92078,0.00364
S4062,0.94869,0.00273
S4062,0.97086,0.00178
S4062,0.98695,0.0009
S4062,0.99673,0.00025
S4062,1.0,0.0
S4180,1.0,0.0
S4180,0.99684,0.00036
S4180,0.98746,0.00156
S4180,0.97208,0.00376
S4180,0.95106,0.00702
S4180,0.92482,0.01132
S4180,0.89384,0.01661
S4180,0.85861,0.02279
S4180,0.8197,0.02971
S4180,0.77768,0.03718
S4180,0.73313,0.04497
S4180,0.6866,0.0528
S4180,0.63859,0.06041
S4180,0.58961,0.06761
S4180,0.54018,0.0742
S4180,0.49082,0.07996
S4180,0.44203,0.08471
S4180,0.39426,0.08828
S4180,0.34797,0.09049
S4180,0.30354,0.09117
S4180,0.26125,0.09017
S4180,0.22126,0.08751
S4180,0.18382,0.08329
S4180,0.14915,0.0777
S4180,0.11756,0.07095
S4180,0.08934,0.06322
S4180,0.06475,0.05468
S4180,0.04398,0.04553
S4180,0.02725,0.03596
S4180,0.01466,0.02605
S4180,0.00607,0.01606
S4180,0.00129,0.00643
S4180,0.00016,-0.002
S4180,0.00377,-0.00814
S4180,0.01306,-0.01234
S4180,0.02779,-0.01523
S4180,0.04791,-0.01669
S4180,0.07351,-0.0168
S4180,0.10453,-0.01584
S4180,0.14066,-0.01416
S4180,0.1814,-0.01201
S4180,0.22624,-0.00956
S4180,0.2746,-0.00696
S4180,0.32586,-0.00432
S4180,0.37937,-0.00177
S4180,0.43446,0.00061
S4180,0.49043,0.00274
S4180,0.54659,0.00456
S4180,0.60221,0.00602
S4180,0.65661,0.00709
S4180,0.70909,0.00775
S4180,0.75899,0.00801
S4180,0.80565,0.00787
S4180,0.84849,0.00736
S4180,0.88694,0.00652
S4180,0.92048,0.00541
S4180,0.94864,0.00407
S4180,0.97094,0.00263
S4180,0.98704,0.00131
S4180,0.99676,0.00035
S4180,1.00001,-0.0
S4233,1.0,0.0
S4233,0.9965,0.00042
S4233,0.98618,0.00186
S4233,0.96949,0.00461
S4233,0.94698,0.00881
S4233,0.91927,0.01444
S4233,0.88703,0.02138
S4233,0.85089,0.02939
S4233,0.81146,0.03817
S4233,0.76933,0.0474
S4233,0.72503,0.05674
S4233,0.67908,0.06585
S4233,0.63196,0.07443
S4233,0.58414,0.08218
S4233,0.53609,0.08881
S4233,0.4882,0.09405
S4233,0.44078,0.0977
S4233,0.39411,0.09969
S4233,0.34856,0.10001
S4233,0.3045,0.09867
S4233,0.26227,0.0957
S4233,0.22218,0.09118
S4233,0.18457,0.08523
S4233,0.14971,0.07798
S4233,0.11788,0.06963
S4233,0.08934,0.0604
S4233,0.06437,0.05055
S4233,0.04319,0.04033
S4233,0.02602,0.02999
S4233,0.013,0.01986
S4233,0.00433,0.01032
S4233,0.00017,0.00183
S4233,0.00156,-0.00488
S4233,0.00916,-0.01058
S4233,0.02237,-0.01621
S4233,0.04069,-0.02144
S4233,0.06388,-0.02609
S4233,0.09171,-0.03003
S4233,0.12392,-0.03321
S4233,0.16018,-0.03559
S4233,0.20013,-0.03714
S4233,0.24338,-0.03782
S4233,0.2895,-0.03768
S4233,0.33802,-0.03672
S4233,0.38846,-0.03497
S4233,0.44032,-0.03249
S4233,0.49308,-0.02934
S4233,0.54626,-0.02558
S4233,0.59939,-0.02139
S4233,0.652,-0.01703
S4233,0.70342,-0.01286
S4233,0.7529,-0.0091
S4233,0.79967,-0.00592
S4233,0.843,-0.00337
S4233,0.8822,-0.00149
S4233,0.91665,-0.00026
S4233,0.94576,0.0004
S4233,0.96905,0.00058
S4233,0.98608,0.00043
S4233,0.9965,0.00014
S4233,1.00001,0.0
SD2030,1.0,0.0
SD2030,0.99665,0.00049
SD2030,0.98686,0.00212
SD2030,0.97128,0.0051
SD2030,0.95059,0.0093
SD2030,0.92535,0.01438
SD2030,0.89593,0.01992
SD2030,0.86252,0.02564
SD2030,0.82542,0.0315
SD2030,0.78512,0.03742
SD2030,0.74219,0.0432
SD2030,0.69709,0.04856
SD2030,0.65019,0.05328
SD2030,0.60189,0.05724
SD2030,0.55259,0.06038
SD2030,0.50273,0.06268
SD2030,0.45282,0.06415
SD2030,0.40336,0.06478
SD2030,0.35488,0.0646
SD2030,0.30788,0.0636
SD2030,0.26288,0.06179
SD2030,0.22034,0.05917
SD2030,0.18069,0.05576
SD2030,0.14432,0.05157
SD2030,0.11158,0.04664
SD2030,0.08273,0.041
SD2030,0.05798,0.03475
SD2030,0.03752,0.02803
SD2030,0.0215,0.02096
SD2030,0.00995,0.01371
SD2030,0.00281,0.00657
SD2030,0.0,0.00017
SD2030,0.00249,-0.00501
SD2030,0.01071,-0.00935
SD2030,0.02419,-0.01306
SD2030,0.04296,-0.01601
SD2030,0.06693,-0.01829
SD2030,0.09584,-0.01997
