volume,file,airfoil_label,asb_name,builder,config,comment,xtr_upper,xtr_lower,Re,run_file,alpha,CL,CM,sweep
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,-5.44,-0.361,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,-4.15,-0.255,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,-2.9,-0.14,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,-1.98,-0.062,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,-1.08,0.021,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,0.12,0.14,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,0.95,0.225,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,2.16,0.329,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,3.18,0.449,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,4.03,0.552,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,5.24,0.697,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,6.34,0.863,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,7.17,0.961,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,8.34,1.037,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,9.23,1.082,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,10.4,1.086,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,11.23,1.032,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,12.37,1.028,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,13.18,0.928,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,14.28,0.834,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,15.09,0.843,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,16.23,0.878,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,17.4,0.99,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,18.28,1.078,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,19.18,0.998,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,17.75,0.989,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,16.86,0.926,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,15.79,0.877,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,14.75,0.877,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,13.89,0.854,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,12.87,0.904,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,11.88,1.083,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,10.86,1.124,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,10.03,1.103,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,9.01,1.058,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,7.94,1.003,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,6.97,0.96,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,5.96,0.827,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,4.9,0.71,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,3.87,0.562,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,2.85,0.452,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,1.77,0.348,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,0.78,0.267,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,-0.27,0.161,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,-1.42,0.04,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,-2.28,-0.04,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,-3.43,-0.143,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,-4.43,-0.244,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,30500,AB00520.DAT,-5.36,-0.335,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,-5.15,-0.328,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,-4.08,-0.216,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,-2.95,-0.109,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,-2.15,-0.04,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,-1.0,0.064,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,0.09,0.176,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,1.09,0.271,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,2.12,0.396,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,3.2,0.532,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,4.19,0.687,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,5.27,0.819,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,6.34,0.921,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,7.32,0.986,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,8.35,1.026,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,9.33,1.07,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,10.14,1.093,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,11.2,1.132,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,12.26,1.096,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,13.28,0.981,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,14.25,0.899,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,15.27,0.903,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,16.3,0.916,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,17.29,0.951,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,18.37,0.971,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,19.16,1.029,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,17.8,0.981,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,16.82,0.95,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,15.84,0.913,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,14.87,0.921,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,13.93,0.907,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,12.86,0.957,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,11.97,1.142,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,10.92,1.137,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,9.98,1.105,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,8.95,1.076,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,7.91,1.038,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,6.89,0.976,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,5.83,0.905,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,4.78,0.799,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,3.81,0.673,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,2.82,0.511,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,1.8,0.384,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,0.64,0.266,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,-0.39,0.167,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,-1.42,0.062,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,-2.34,-0.021,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,-3.36,-0.112,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,-4.44,-0.218,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,40300,AB00519.DAT,-5.44,-0.31,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,-5.24,-0.278,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,-3.34,-0.084,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,-2.01,0.03,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,-0.11,0.225,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,1.24,0.411,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,2.49,0.585,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,4.1,0.788,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,5.98,0.942,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,7.17,1.018,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,9.09,1.115,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,10.35,1.165,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,12.13,1.175,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,13.35,1.138,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,15.04,1.195,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,16.23,1.029,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,18.07,1.069,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,19.25,1.038,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,16.99,1.02,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,15.86,1.067,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,14.17,1.163,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,13.02,1.119,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,11.02,1.164,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,9.89,1.133,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,8.24,1.049,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,6.62,0.969,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,5.42,0.881,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,3.67,0.723,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,1.91,0.485,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,0.79,0.33,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,-0.73,0.142,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,-2.34,-0.006,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,-3.83,-0.133,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,61000,JG00160.DAT,-5.45,-0.303,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,-5.36,-0.326,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,-3.51,-0.101,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,-1.61,0.093,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,-0.41,0.268,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,1.19,0.484,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,2.81,0.656,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,4.42,0.8,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,5.92,0.926,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,7.53,1.022,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,9.05,1.11,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,10.23,1.147,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,11.96,1.163,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,13.04,1.143,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,14.7,1.125,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,16.43,1.103,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,17.98,0.94,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,19.24,1.002,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,17.05,0.961,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,15.95,1.123,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,14.47,1.128,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,12.87,1.151,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,11.34,1.151,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,9.89,1.121,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,8.27,1.045,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,6.69,0.954,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,5.15,0.842,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,3.7,0.718,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,2.19,0.577,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,0.69,0.401,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,-0.75,0.202,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,-2.41,-0.018,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,-3.79,-0.144,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,101700,MS00162.DAT,-5.45,-0.341,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,-5.4,-0.344,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,-3.56,-0.06,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,-1.46,0.209,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,0.08,0.374,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,1.49,0.519,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,2.86,0.656,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,4.31,0.794,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,5.63,0.899,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,7.57,1.039,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,8.88,1.118,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,10.12,1.168,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,11.88,1.184,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,13.33,1.212,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,14.88,1.18,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,16.51,1.141,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,17.6,1.181,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,19.11,1.102,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,17.14,1.187,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,15.79,1.186,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,14.17,1.194,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,12.61,1.223,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,11.27,1.181,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,9.81,1.157,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,8.19,1.072,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,6.51,0.953,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,5.3,0.865,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,3.38,0.697,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,2.08,0.57,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,0.63,0.424,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,-1.3,0.219,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,-2.68,0.037,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,-3.95,-0.12,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,202700,MS00164.DAT,-5.82,-0.397,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,-5.37,-0.255,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,-3.59,-0.01,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,-2.33,0.132,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,-0.5,0.321,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,1.0,0.476,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,2.34,0.607,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,4.45,0.799,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,5.73,0.895,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,7.88,1.059,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,9.39,1.151,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,10.2,1.181,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,11.99,1.197,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,13.33,1.228,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,14.49,1.221,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,16.01,1.193,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,17.28,1.18,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,18.86,1.1,-0.08,up
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,17.4,1.182,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,15.8,1.181,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,14.4,1.222,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,13.12,1.2,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,11.15,1.196,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,9.87,1.166,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,8.19,1.076,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,6.27,0.936,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,4.7,0.814,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,3.35,0.696,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,2.05,0.571,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,0.23,0.38,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,-0.9,0.266,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,-2.42,0.109,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,-3.99,-0.072,-0.08,down
vol1,A18.LFT,A18,a18,R. Cooney,clean,clean,,,303200,MS00166.DAT,-5.34,-0.281,-0.08,down
vol1,BE50.LFT,BE50,be50,R. Cooney,clean,clean,,,30600,JG00567.DAT,-5.03,-0.294,-0.114,up
vol1,BE50.LFT,BE50,be50,R. Cooney,clean,clean,,,30600,JG00567.DAT,-3.92,-0.184,-0.114,up
vol1,BE50.LFT,BE50,be50,R. Cooney,clean,clean,,,30600,JG00567.DAT,-2.96,-0.096,-0.114,up
vol1,BE50.LFT,BE50,be50,R. Cooney,clean,clean,,,30600,JG00567.DAT,-1.81,-0.005,-0.114,up
