w_conf,worst_LD,mean_LD,peak_LD,mean_conf,min_conf,thk
0.0,38.48676430785689,63.86345851860037,110.09103118466248,0.15712335064750357,0.013570217270278241,0.08002090543155872
0.5,37.68006405855552,69.45658997401844,119.14381242186116,0.9560549741089782,0.8883003412376469,0.07999999071059533
1.0,37.678166839512656,69.88249017414691,119.83944559998342,0.9595328268067771,0.9003664220462544,0.07999999000449276
2.0,37.45458124202489,70.43436400585176,121.29217117492882,0.9644227147371944,0.916306612824987,0.07999999000527058
4.0,36.71528895166483,69.88666371296056,122.60137187256821,0.9704709674277935,0.9317260719128536,0.07999999000985566
8.0,35.194896742562,68.49462405416676,120.45465285453456,0.976382248268342,0.9424026772996854,0.08554009703426277
