label,pitch_in,blades,rpm,Re_75,sigma,sigma_over_8,profile_integral,CT_rotor,CP_rotor,CT_over_sigma,FM_measured,cd0_all_profile,cd0_upper_bound,cd0_kappa_typical,solver_profile_share,cd_eff_solver,kappa_solver,cd0_zero_lift_nf,cd0_zero_lift_xf,kappa_implied_nf,kappa_implied_xf,profile_share_implied_nf
DA4022 9x6.75 3b,6.75,3,5193.333,85735.96566605043,0.1484495859423712,0.0185561982427964,0.024725054705854205,0.026728910682996144,0.004706665416269637,0.18005379074194539,0.6565133551949932,0.19036016187884228,0.06538617330830149,0.04664007502272038,0.12564908097770708,0.02750764663416756,1.2562811723653842,0.016341529671946783,0.016666802791719698,1.3924388122466922,1.3898360856834016,0.08584532346819293
DA4022 9x6.75 3b,6.75,3,5460.0,90138.36999199176,0.1484495859423712,0.0185561982427964,0.024725054705854205,0.026729426707547077,0.004703790941238326,0.18005726683484022,0.6569335724257263,0.19024390429860605,0.06526629661550479,0.04651965546303963,0.11136389579071104,0.02451086946379737,1.2559051696430983,0.015771244852509973,0.01608395773486373,1.3960313585814241,1.393529207290877,0.08290013238876497
DA4022 9x6.75 4b,6.75,4,2453.333,40507.7413565509,0.19793278125649494,0.024741597657061867,0.03296673960780561,0.03088935862487888,0.006140535689745909,0.15605984227974,0.6251612898785527,0.1862645734093765,0.06981917243809233,0.05235236229239972,0.3255034205748446,0.06972679523798664,1.2478578838553738,0.026915674319395982,0.027163954002711738,1.3684430450737723,1.3663108897353493,0.14450238081634612
DA4022 9x6.75 4b,6.75,4,2726.667,45123.28771573024,0.19793278125649494,0.024741597657061867,0.03296673960780561,0.03063470050899434,0.006048839936247067,0.1547732533970499,0.6268063220512629,0.1834831108022241,0.06847473696175768,0.051223480885687726,0.2817365901108652,0.06057475331995117,1.2433226119027245,0.02507595024822769,0.025456445232022017,1.377353276672971,1.3740448655452548,0.13666625848335973
DA4022 9x6.75 4b,6.75,4,2976.667,49281.217268407054,0.19793278125649494,0.024741597657061867,0.03296673960780561,0.030890003655567544,0.006039682680075889,0.1560631011168289,0.6356203892951924,0.1832053382265882,0.06675628982204683,0.04928893256136562,0.2496469106519787,0.05373124255781896,1.2380249301672308,0.023418628993276278,0.02391823054916311,1.3721598537947386,1.3678695520470485,0.1278272195557541
DA4022 9x6.75 4b,6.75,4,3203.333,53042.1809458882,0.19793278125649494,0.024741597657061867,0.03296673960780561,0.031132922212918402,0.006049538023040387,0.1572903791645014,0.6420851433278376,0.18350428629005286,0.06567891032623173,0.04800510393165856,0.22454957383128554,0.048336440996734724,1.2328097148851243,0.022302473381496296,0.02280323692858134,1.3681417232061654,1.3638916748359504,0.12153652556237449
DA4022 9x6.75 4b,6.75,4,3436.667,56911.01813762753,0.19793278125649494,0.024741597657061867,0.03296673960780561,0.031204391613222374,0.006045144182635382,0.1576514583139494,0.6447656880744228,0.1833710052784249,0.06513967288718266,0.04740497302849633,0.20173348670312152,0.04343930339774444,1.2276821616027769,0.02124737641167264,0.021723432755718988,1.3712408173686559,1.3672143352643096,0.11587097087356463
DA4022 9x6.75 4b,6.75,4,3710.0,61441.107958193985,0.19793278125649494,0.024741597657061867,0.03296673960780561,0.031219098312923913,0.006012210911562355,0.15772575979957587,0.6487559108712635,0.18237202049968051,0.06405709422297753,0.046309855281472107,0.17959987500234365,0.03870554765676627,1.2229045372626093,0.02014370753168603,0.020563405215896263,1.3711567768600161,1.3676094840761057,0.11045393628087438
DA4022 9x6.75 4b,6.75,4,3938.333,65224.300817783376,0.19793278125649494,0.024741597657061867,0.03296673960780561,0.03157334916713817,0.006064156781771057,0.15951551312878917,0.6541774354139207,0.18394772591752545,0.06361327432657585,0.04556310658793341,0.16500769384307956,0.035557365851218894,1.2195960507560584,0.01945787057880825,0.019781402620174436,1.3669390034523459,1.3642503965148582,0.10577934835428385
DA4022 9x6.75 4b,6.75,4,4188.333,69365.77225922205,0.19793278125649494,0.024741597657061867,0.03296673960780561,0.03145672761862773,0.0060234624281134885,0.15892631538311955,0.6549514518491455,0.18271331953880265,0.06304496563468702,0.04509471254906969,0.15156217310426892,0.03265282624564475,1.2166067583563567,0.01870708301411219,0.01892534226652269,1.370506329986795,1.3686824622281946,0.10238488940670461
DA4022 9x6.75 4b,6.75,4,4456.667,73810.57266394999,0.19793278125649494,0.024741597657061867,0.03296673960780561,0.03161514715576361,0.006042392899391126,0.15972668577214869,0.6578378415252167,0.183287548944041,0.06271406336824556,0.04462804053187624,0.13902084316562546,0.029945680378445638,1.2140371248987731,0.01801896263885463,0.018272962941906244,1.3706876392927574,1.368581037647805,0.09830980196235777
DA4022 9x6.75 4b,6.75,4,4698.333,77813.3073269845,0.19793278125649494,0.024741597657061867,0.03296673960780561,0.03186348397089924,0.006080294905875421,0.16098133805136777,0.6614549157571503,0.1844372533714488,0.06244032548015694,0.04414078629646318,0.12893525788017,0.027783923768114602,1.212123076283159,0.017416915493800342,0.017725393753927267,1.3690536373708995,1.3665250633694148,0.09443274162581143
DA4022 9x6.75 4b,6.75,4,4938.333,81788.21732504171,0.19793278125649494,0.024741597657061867,0.03296673960780561,0.03194050063512572,0.006095324303896279,0.1613704431997801,0.6622176675629149,0.1848931491682324,0.06245363917768345,0.04408771267910112,0.11949330889245606,0.025775868042419128,1.2107284973045063,0.0168552958946175,0.01718949309262638,1.3724152709087587,1.3696857827065052,0.09116236037107593
DA4022 9x6.75 2b,6.75,2,2530.0,41347.9816351202,0.09896639062824747,0.012370798828530934,0.016483369803902807,0.019072654420830053,0.003296940733056384,0.1927185006925598,0.5649247104945545,0.20001618432875054,0.08702209930260567,0.07007298654868396,0.4048522988573677,0.09001478638952565,1.3694141010037013,0.026580760498635673,0.02685310940632056,1.5349071041195204,1.5324968106283003,0.13289304856924486
DA4022 9x6.75 2b,6.75,2,2686.667,43984.3912272896,0.09896639062824747,0.012370798828530934,0.016483369803902807,0.01902221302097653,0.003255384036889422,0.19220881857185884,0.569868083061379,0.19749505566019862,0.08494892687702088,0.06806700755954423,0.3712897149847562,0.082407552785574,1.3711173939248495,0.025529906317845814,0.025877776877635882,1.5279525933197307,1.5248616779452868,0.12926858463622226
DA4022 9x6.75 2b,6.75,2,2943.333,48353.14794101328,0.09896639062824747,0.012370798828530934,0.016483369803902807,0.018882886392225108,0.0031929668647809415,0.19080100094946237,0.5746364373504808,0.19370838018964637,0.08239648671253552,0.0656997026909689,0.3227256032044204,0.07142558362704682,1.3685360323973552,0.023788550850506386,0.024261567262308967,1.5265199794133477,1.5222705106726167,0.12280599748558466
DA4022 9x6.75 2b,6.75,2,3256.667,53546.522093726075,0.09896639062824747,0.012370798828530934,0.016483369803902807,0.018877855152853527,0.003154900602580572,0.1907501630908758,0.5813374420664925,0.1913990063993819,0.080131597605097,0.06344148628595425,0.27920754103448736,0.06169852752045294,1.3638927751307859,0.022164931068271713,0.02266247378736043,1.5209671651830778,1.516495570809845,0.11580483872534508
DA4022 9x6.75 2b,6.75,2,3493.333,57444.44702581131,0.09896639062824747,0.012370798828530934,0.016483369803902807,0.018732336229490932,0.003111208582104635,0.1892797757963728,0.5826983531164274,0.18874833356999532,0.07876499044528897,0.06226748897658303,0.2529576537117492,0.05587450958770624,1.3602181033894967,0.021101901382446588,0.02157455113810633,1.524289291674469,1.5199918249651345,0.1117991400682813
DA4022 9x6.75 2b,6.75,2,3710.0,61010.5303885979,0.09896639062824747,0.012370798828530934,0.016483369803902807,0.019026470223521712,0.003136586090238215,0.19225183522143208,0.5916503539440845,0.1902879160968383,0.07770400318686166,0.06081641625036516,0.2312898355808215,0.05106560108129918,1.3565974283015472,0.02022176488146157,0.020652407492433727,1.5105723972426108,1.506747316022379,0.10626930651324507
DA4022 9x6.75 2b,6.75,2,3950.0,64960.143493243144,0.09896639062824747,0.012370798828530934,0.016483369803902807,0.019296996094347388,0.003165536160196425,0.19498534777158524,0.5987868948286744,0.19204423596969314,0.07705066424365536,0.059801628484749715,0.21096158831901513,0.04655732472519049,1.3532163730819162,0.019505758397713333,0.019836005100443393,1.5004184580250952,1.4975465870346296,0.10156909057552538
DA4022 9x6.75 2b,6.75,2,4200.0,69074.02349751297,0.09896639062824747,0.012370798828530934,0.016483369803902807,0.01929054578746075,0.003147509095357199,0.19492017102980763,0.601914466537838,0.1909505843041849,0.076014665217643,0.05877427735466173,0.20406555971273702,0.04482867449706923,1.3525648856548518,0.018759972752796603,0.018985648018151724,1.4981444697173911,1.4961809820005079,0.09824517071344441
DA4022 9x6.75 2b,6.75,2,4450.0,73187.69174228451,0.09896639062824747,0.012370798828530934,0.016483369803902807,0.019374915801537995,0.0031555986893738903,0.19577268281225882,0.6043144388287989,0.1914413573750394,0.07575058092431894,0.058396964456710866,0.18631843290760422,0.040925057900085896,1.3499175786406112,0.018112649508499192,0.018358172287315462,1.4982067990560262,1.4960845660971969,0.09461199897896652
DA4022 9x6.75 2b,6.75,2,4693.333,77191.17431450004,0.09896639062824747,0.012370798828530934,0.016483369803902807,0.019464833079537756,0.003157200182605621,0.19668124659263878,0.6082174955462059,0.1915385154956654,0.07504143930025364,0.057566877870941884,0.1810720705550234,0.03961990902763957,1.3495917075464332,0.0175104898712052,0.017810500786278688,1.4938402860218247,1.4912650204025377,0.09142020248977792
DA4022 9x6.75 2b,6.75,2,4933.333,81139.52674701989,0.09896639062824747,0.012370798828530934,0.016483369803902807,0.01955720147415444,0.0031783070421212522,0.19761457753489425,0.6084840752302472,0.192819009700839,0.07549171289621193,0.057892618375517874,0.16599868562647097,0.036324708180394016,1.3471086104174466,0.01693971751402275,0.0172753811088151,1.49904836280077,1.4961874463394347,0.08785294323575733
DA4022 9x6.75 2b,6.75,2,5183.333,85252.13925541427,0.09896639062824747,0.012370798828530934,0.016483369803902807,0.019767481478658904,0.003206148385995956,0.19973933931684454,0.6129547213986993,0.1945080662594143,0.07528342869557526,0.05739973306099942,0.16196400865413307,0.0353141370128315,1.3467039347149274,0.016404495607449488,0.016730862440490876,1.493848706871505,1.4911112958823827,0.08433838206776939
DA4022 9x6.75 2b,6.75,2,5463.333,89857.93331696061,0.09896639062824747,0.012370798828530934,0.016483369803902807,0.019853915590939877,0.0032242165147642007,0.20061270765666456,0.6135218873036501,0.1956042091587847,0.07559674559114919,0.05759562605600388,0.15735060164387807,0.0341732280412409,1.3460933178341663,0.015805090272307164,0.01612104548257184,1.4982328060382994,1.4956000097032063,0.080801381219139
DA4022 9x6.75 2b,6.75,2,5710.0,93915.34481251249,0.09896639062824747,0.012370798828530934,0.016483369803902807,0.019977890489301094,0.003244789543202588,0.2018654046336303,0.6153509999759519,0.19685231732374964,0.0757190470109969,0.057549056464083995,0.14218827770428144,0.03097604653725727,1.3453931120841949,0.01535206704517514,0.015585042838451867,1.498351772473086,1.496428471032654,0.07798773849294666
DA4022 9x6.75 2b,6.75,2,5940.0,97698.44527093742,0.09896639062824747,0.012370798828530934,0.016483369803902807,0.020213068678387985,0.0032844162347056695,0.20424174863884217,0.6186929815677915,0.19925635800077787,0.07597784777293734,0.057486071238761254,0.1395376262102567,0.030319950144100265,1.3451591126786693,0.014932209399719263,0.015085318783349346,1.4951847508571845,1.493942771347965,0.07493968849747304
