x,y
1.0,0.00125
0.9999376947588287,0.0012810692454838176
0.9997507945630869,0.0013742033283009566
0.9994393459922217,0.0015291813908585253
0.9990034266657467,0.0017456356825053202
0.9984431452238967,0.0020230520809449907
0.9977586413005529,0.0023607708290631904
0.9969500854884439,0.002757987494100357
0.9960176792966289,0.0032137541581875465
0.9949616551002786,0.00372698085141302
0.9937822760827619,0.004296437240804851
0.9924798361700553,0.004920754590881377
0.9910546599574902,0.00559842801372284
0.9895071026288572,0.0063278190288222165
0.9878375498678869,0.007107158455238373
0.9860464177621284,0.007934549660752103
0.9841341526992535,0.008807972194750671
0.9821012312558058,0.009725285833376294
0.9799481600784284,0.010684235066979781
0.9776754757575974,0.011682454061051143
0.9752837446938913,0.012717472122459291
0.9727735629568335,0.013786719702933048
0.9701455561363377,0.014887534971173726
0.9674003791867991,0.016017170983709094
0.9645387162638652,0.017172803482511344
0.9615612805539303,0.01835153934442513
0.9584688140963943,0.019550425703535834
0.9552620875987311,0.02076645976269941
0.9519419002444117,0.02199659930452975
0.9485090794937318,0.023237773905182398
0.9449644808775901,0.02448689684630138
0.9413089877842735,0.025740877711533158
0.9375435112392968,0.026996635644125466
0.9336689896783572,0.028251113231389874
0.929686388713456,0.029501290970331315
0.9255967008922472,0.030744202256657662
0.9214009454506752,0.03197694882683677
0.9171001680589588,0.033196716570045436
0.9126954405609882,0.034400791613944014
0.9081878607071996,0.035586576575435715
0.9035785518809927,0.036751606855154835
0.8988686628187597,0.037893566842616334
0.8940593673235961,0.03901030588799844
0.8891518639727649,0.04009985388667251
0.8841473758189853,0.041160436314090394
0.8790471500856227,0.042190488541731797
0.8738524578558546,0.04318866925973807
0.8685645937558895,0.04415387282882766
0.8631848756323197,0.04508524038330129
0.8577146442236856,0.045982169508569044
0.852155262826336,0.046844322320806216
0.8465081169546659,0.04767163178317739
0.8407746139958169,0.04846430610262153
0.8349561828589275,0.04922283106349296
0.8290542736190187,0.04994797016938347
0.8230703571556048,0.05064076248214505
0.8170059247861193,0.05130251806737866
0.8108624878942475,0.051934810978293236
0.8046415775532584,0.052539469734664536
0.798344744144428,0.05311856528038382
0.791973556970653,0.053674396431486054
0.7855296038653474,0.054209472856253764
0.77901449079672,0.0547264956596315
0.772429841467535,0.055228335675355705
0.7657772969104506,0.05571800960047687
0.7590585150790388,0.056198654137875344
0.7522751704345887,0.05667349834248502
0.7454289535287968,0.05714583439577352
0.7385215705824448,0.057618987060113806
0.7315547430601739,0.05809628208955963
0.7245302072414599,0.05858101389576509
0.7174497137878965,0.05907641278694639
0.710315027306892,0.059585612113484746
0.7031279259118944,0.060111615665664704
0.6958902007792465,0.0606572656768324
0.6886036557017879,0.06122521178868892
0.6812701066393122,0.06181788133431962
0.6738913812659912,0.06243745128876398
0.6664693185148804,0.06308582222639848
0.6590057681196191,0.06376459460913571
0.6515025901534364,0.0644750477095218
0.6439616545655832,0.06521812144838703
0.6363848407153015,0.06599440139799585
0.6287740369034482,0.06680410716894508
0.6211311399018915,0.06764708436272904
0.613458054480795,0.06852280023235688
0.6057566929339094,0.0694303431511432
0.598028974601989,0.07036842594533982
0.5902768253944511,0.07133539310020523
0.5825021773093996,0.07232923180203853
0.5747069679521304,0.07334758673127598
0.5668931400522396,0.07438777847462567
0.5590626409794539,0.0754468253780657
0.5512174222583066,0.07652146861802568
0.5433594390817753,0.07760820022586662
0.5354906498240078,0.07870329376150137
0.527613015552254,0.07980283729626544
0.5197284995381264,0.08090276833350793
0.511839066768312,0.08199891026833662
0.5039466834548565,0.08308700996596656
0.4960533165451433,0.08416277602156166
0.48816093323168797,0.08522191725363239
0.4802715004618736,0.08626018097817509
0.4723869844477459,0.0872733906119485
0.46450935017599193,0.0882574821606264
0.4566405609182245,0.08920853916099303
0.4487825777416933,0.09012282566573046
0.440937359020546,0.09099681688444647
0.43310685994776044,0.0918272271251026
0.4252930320478695,0.09261103471551663
0.41749782269060026,0.0933455036246559
0.40972317460554886,0.09402820154745556
0.40197102539801094,0.09465701426427112
0.39424330706609045,0.09523015613613645
0.38654194551920495,0.09574617664903105
0.37886886009810833,0.09620396297360123
0.3712259630965516,0.09660273856046978
0.3636151592846984,0.0969420578446022
0.3560383454344167,0.09722179718439725
0.34849740984656363,0.09744214221146097
0.3409942318803809,0.09760357181465362
0.33353068148511933,0.09770683902626258
0.32610861873400876,0.0977529491183798
0.31872989336068774,0.09774313525315835
0.31139634429821195,0.09767883206104418
0.30410979922075343,0.0975616475458774
0.29687207408810545,0.09739333373455963
0.2896849726931079,0.09717575650151505
0.28255028621210343,0.09691086500424782
0.2754697927585398,0.09660066116584162
0.2684452569398261,0.09624716963327705
0.2614784294175551,0.09585240862708468
0.2545710464712032,0.09541836207832824
0.24772482956541125,0.09494695342354675
0.24094148492096118,0.09444002139749161
0.2342227030895493,0.09389929812776766
0.2275701585324647,0.09332638979541794
0.22098550920327992,0.09272276008171139
0.21447039613465257,0.09208971657462027
0.20802644302934675,0.0914284002594601
0.20165525585557204,0.09073977816769542
0.19535842244674156,0.09002463920680612
0.18913751210575241,0.08928359314318675
0.1829940752138806,0.08851707266012278
0.176929642844395,0.08772533836476884
0.17094572638098116,0.08690848657250434
0.1650438171410723,0.08606645965479737
0.15922538600418312,0.0851990586984356
0.15349188304533407,0.08430595819030048
0.14784473717366398,0.08338672241328655
0.14228535577631435,0.08244082321596072
0.13681512436768023,0.08146765880146177
0.1314354062441105,0.08046657317022037
