tunnel,airfoil,polar,geom_key,Re,Re_bin,alpha,WT_CL,WT_CD,NF_CL,NF_CD,NF_conf,dCL,err_CD,XF_CL,XF_CD,xf_converged,err_CD_NF_WT,err_CD_XF_WT,err_CD_NF_XF,dCL_NF_WT,dCL_XF_WT,dCL_NF_XF
UIUC,rg14,rg14|RG14.DRG|100600,rg14,100600,100k,-2.12,-0.128,0.0119,-0.1691315532964672,0.0133140260014208,0.9551371570374376,-0.0411315532964672,0.1188257144051168,-0.1057,0.01296,True,0.11882571440510921,0.0890756302521007,0.027316821097284054,-0.0411315532964672,0.0223,-0.0634315532964672
UIUC,rg14,rg14|RG14.DRG|100600,rg14,100600,100k,-1.13,-0.053,0.0101,-0.0457064884642552,0.0136551463489817,0.9620248093289718,0.0072935115357447,0.3519946880179978,-0.0909,0.01289,True,0.3519946880179901,0.2762376237623763,0.059359685723948716,0.007293511535744798,-0.037899999999999996,0.045193511535744794
UIUC,rg14,rg14|RG14.DRG|100600,rg14,100600,100k,-0.09,0.05,0.0123,0.0565000817544768,0.0138718735620211,0.9623567768282928,0.0065000817544768,0.1277945985383074,0.0118,0.01408,True,0.12779459853830077,0.14471544715447157,-0.014781707242819664,0.006500081754476798,-0.038200000000000005,0.0447000817544768
UIUC,rg14,rg14|RG14.DRG|100600,rg14,100600,100k,0.92,0.165,0.0138,0.233190818633013,0.014065604997555,0.9631996836158484,0.068190818633013,0.0192467389532657,0.2186,0.01493,True,0.019246738953260838,0.08188405797101456,-0.05789651724346961,0.06819081863301299,0.05359999999999998,0.014590818633013009
UIUC,rg14,rg14|RG14.DRG|100600,rg14,100600,100k,1.97,0.336,0.0142,0.4269435404077435,0.0139342008216906,0.9690267291465008,0.0909435404077435,-0.0187182519936157,0.429,0.01395,True,-0.018718251993619775,-0.017605633802816916,-0.0011325575849032688,0.0909435404077435,0.09299999999999997,-0.0020564595922564766
UIUC,rg14,rg14|RG14.DRG|100600,rg14,100600,100k,2.99,0.45,0.0125,0.5595519465393791,0.0137148685728377,0.9787653569163848,0.1095519465393791,0.0971894858270194,0.5592,0.01326,True,0.097189485827016,0.06079999999999988,0.03430381393949484,0.10955194653937911,0.10920000000000002,0.0003519465393790888
UIUC,rg14,rg14|RG14.DRG|100600,rg14,100600,100k,4.01,0.551,0.0133,0.6499690202384265,0.014007825870386,0.9859829059498808,0.0989690202384264,0.0532199902545928,0.6541,0.01371,True,0.05321999025458646,0.03082706766917298,0.021723258233843853,0.09896902023842646,0.10309999999999997,-0.0041309797615735055
UIUC,rg14,rg14|RG14.DRG|100600,rg14,100600,100k,5.07,0.646,0.0149,0.7411089679954507,0.0151405529738063,0.9883635779859868,0.0951089679954506,0.0161444948863334,0.7426,0.0151,True,0.01614449488632881,0.013422818791946343,0.002685627404390645,0.09510896799545066,0.09660000000000002,-0.0014910320045493641
UIUC,rg14,rg14|RG14.DRG|100600,rg14,100600,100k,6.11,0.75,0.0178,0.820387476554031,0.017584639865041,0.9867016902745528,0.0703874765540309,-0.0120988839864587,0.8202,0.01745,True,-0.012098883986460678,-0.019662921348314585,0.0077157515782807756,0.07038747655403099,0.07020000000000004,0.00018747655403095198
UIUC,rg14,rg14|RG14.DRG|100600,rg14,100600,100k,7.1,0.841,0.0187,0.8858689831523194,0.0227903578074129,0.9825196270638046,0.0448689831523194,0.2187357116263603,0.8766,0.02294,True,0.21873571162635827,0.22673796791443834,-0.006523199328121077,0.044868983152319464,0.035600000000000076,0.009268983152319388
UIUC,rg14,rg14|RG14.DRG|100600,rg14,100600,100k,8.12,0.918,0.0254,0.969915017481182,0.0309472033252265,0.9630175257646224,0.0519150174811819,0.2183938317018339,0.9599,0.03101,True,0.21839383170183083,0.2208661417322835,-0.0020250459456142493,0.05191501748118199,0.04189999999999994,0.010015017481182054
UIUC,rg14,rg14|RG14.DRG|100600,rg14,100600,100k,9.13,0.985,0.0327,1.039100672343397,0.0428441646528444,0.8845786958313432,0.0541006723433973,0.3102191025334689,1.0242,0.04417,True,0.3102191025334679,0.3507645259938838,-0.030016648113099394,0.054100672343397105,0.03920000000000001,0.014900672343397092
UIUC,rg14,rg14|RG14.DRG|100600,rg14,100600,100k,10.12,1.034,0.0414,1.0331341388172073,0.0600812164782498,0.5628555663356493,-0.0008658611827927,0.4512371130012039,1.0152,0.05944,True,0.45123711300120295,0.4357487922705314,0.010787625811739584,-0.0008658611827927487,-0.018799999999999928,0.01793413881720718
UIUC,rg14,rg14|RG14.DRG|199900,rg14,199900,200k,-5.25,-0.395,0.0226,-0.463101013030909,0.024443064997657,0.726222929461658,-0.068101013030909,0.081551548568897,,,False,0.08155154856889384,,,-0.06810101303090899,,
UIUC,rg14,rg14|RG14.DRG|199900,rg14,199900,200k,-4.16,-0.308,0.0166,-0.3789145472752016,0.0172853669345833,0.9436802673680555,-0.0709145472752015,0.0412871647339355,-0.39,0.01854,True,0.0412871647339337,0.11686746987951811,-0.06767168637630536,-0.07091454727520158,-0.08200000000000002,0.011085452724798439
UIUC,rg14,rg14|RG14.DRG|199900,rg14,199900,200k,-3.14,-0.218,0.0131,-0.2813852511260004,0.0136845619391017,0.9496397829355476,-0.0633852511260004,0.0446230487863958,-0.3037,0.01448,True,0.04462304878638931,0.10534351145038162,-0.05493356774159525,-0.06338525112600038,-0.08570000000000003,0.022314748873999646
UIUC,rg14,rg14|RG14.DRG|199900,rg14,199900,200k,-2.21,-0.129,0.0102,-0.190196189385204,0.0098621084028122,0.945889826350701,-0.061196189385204,-0.0331266271752655,-0.1956,0.0106,True,-0.03312662717527459,0.039215686274509734,-0.06961241482903775,-0.06119618938520399,-0.06659999999999999,0.005403810614796001
UIUC,rg14,rg14|RG14.DRG|199900,rg14,199900,200k,-1.08,0.01,0.0097,0.0325138998430203,0.0098474077679603,0.9553289273790831,0.0225138998430203,0.0151966771093101,0.0302,0.01026,True,0.015196677109309274,0.057731958762886566,-0.040213667840126685,0.022513899843020296,0.020200000000000003,0.002313899843020297
UIUC,rg14,rg14|RG14.DRG|199900,rg14,199900,200k,-0.07,0.151,0.0096,0.2247571187498313,0.009342578148832,0.9575511537109272,0.0737571187498313,-0.0268147761633289,0.2205,0.0097,True,-0.0268147761633333,0.010416666666666786,-0.03684761352247431,0.07375711874983129,0.0695,0.004257118749831285
UIUC,rg14,rg14|RG14.DRG|199900,rg14,199900,200k,0.96,0.287,0.0088,0.3713707351835071,0.0088897134912172,0.9647699524858424,0.0843707351835071,0.0101947149110543,0.3859,0.00876,True,0.010194714911045318,-0.004545454545454557,0.014807476166346907,0.08437073518350713,0.09890000000000004,-0.014529264816492915
UIUC,rg14,rg14|RG14.DRG|199900,rg14,199900,200k,1.97,0.399,0.0084,0.4734006494198123,0.0088566470960884,0.9726318119179173,0.0744006494198123,0.0543627495343404,0.4838,0.00864,True,0.054362749534333385,0.028571428571428647,0.025074895380601824,0.07440064941981228,0.08479999999999999,-0.010399350580187705
UIUC,rg14,rg14|RG14.DRG|199900,rg14,199900,200k,3.0,0.497,0.0092,0.5604203606357739,0.0092345656214476,0.9774085472854336,0.0634203606357739,0.0037571327660542,0.5678,0.00916,True,0.0037571327660435075,-0.004347826086956533,0.008140351686419255,0.06342036063577394,0.07079999999999997,-0.007379639364226032
UIUC,rg14,rg14|RG14.DRG|199900,rg14,199900,200k,4.03,0.593,0.0105,0.6477730725346555,0.0101088640651835,0.9785671134404894,0.0547730725346555,-0.0372510414110887,0.6525,0.01009,True,-0.03725104141109534,-0.03904761904761911,0.0018695802956887615,0.054773072534655576,0.0595,-0.0047269274653444215
UIUC,rg14,rg14|RG14.DRG|199900,rg14,199900,200k,5.06,0.692,0.012,0.7371194852857056,0.011611169397267,0.9785894317671898,0.0451194852857056,-0.0324025502277429,0.738,0.01157,True,-0.03240255022775003,-0.03583333333333332,0.0035582884414001236,0.04511948528570564,0.04600000000000004,-0.0008805147142944003
UIUC,rg14,rg14|RG14.DRG|199900,rg14,199900,200k,6.06,0.783,0.0144,0.8216087284554948,0.0140138955463052,0.9796344236518236,0.0386087284554947,-0.026812809284361,0.8208,0.01372,True,-0.026812809284361142,-0.04722222222222223,0.021420958185510177,0.03860872845549479,0.037799999999999945,0.0008087284554948448
UIUC,rg14,rg14|RG14.DRG|199900,rg14,199900,200k,7.14,0.875,0.0172,0.8972172026443822,0.0189466543903257,0.982660146785826,0.0222172026443822,0.1015496738561467,0.8949,0.01881,True,0.1015496738561453,0.09360465116279072,0.007264986194880318,0.022217202644382206,0.01990000000000003,0.002317202644382177
UIUC,rg14,rg14|RG14.DRG|199900,rg14,199900,200k,8.13,0.956,0.0207,0.973628324836403,0.0245567895612276,0.97082551845957,0.017628324836403,0.1863183362911928,0.966,0.02471,True,0.1863183362911885,0.193719806763285,-0.006200341512440216,0.017628324836403086,0.010000000000000009,0.007628324836403078
UIUC,rg14,rg14|RG14.DRG|199900,rg14,199900,200k,9.13,1.032,0.0255,1.0507817758171702,0.0327976206455028,0.9001871712989515,0.0187817758171702,0.2861812017844262,1.04,0.03417,True,0.28618120178442347,0.34,-0.040163282250430275,0.01878177581717022,0.008000000000000007,0.010781775817170214
UIUC,rg14,rg14|RG14.DRG|199900,rg14,199900,200k,10.14,1.083,0.034,1.0929774940140755,0.0457413795398779,0.581964006514133,0.0099774940140755,0.3453346923493502,1.0595,0.04682,True,0.3453346923493498,0.37705882352941167,-0.02303760060064294,0.00997749401407555,-0.023499999999999854,0.033477494014075404
UIUC,rg14,rg14|RG14.DRG|300300,rg14,300300,300-400k,-5.28,-0.401,0.0218,-0.4676797669339954,0.0206739154346111,0.7394779809913332,-0.0666797669339953,-0.0516552552930645,-0.4867,0.02472,True,-0.05165525529306873,0.13394495412844032,-0.16367656008854764,-0.06667976693399535,-0.0857,0.019020233066004644
UIUC,rg14,rg14|RG14.DRG|300300,rg14,300300,300-400k,-4.12,-0.304,0.015,-0.3553537682297272,0.0147680203265998,0.939861401941969,-0.0513537682297272,-0.0154653115600074,-0.3917,0.01623,True,-0.015465311560013245,0.08200000000000013,-0.09007884617376466,-0.051353768229727204,-0.0877,0.0363462317702728
UIUC,rg14,rg14|RG14.DRG|300300,rg14,300300,300-400k,-3.13,-0.202,0.0118,-0.2360843262040423,0.0116806029924685,0.9480804942756348,-0.0340843262040423,-0.0101183904687635,-0.2478,0.01214,True,-0.010118390468771185,0.028813559322033902,-0.0378415986434514,-0.03408432620404228,-0.04579999999999998,0.011715673795957698
UIUC,rg14,rg14|RG14.DRG|300300,rg14,300300,300-400k,-2.05,-0.057,0.0097,-0.100675497098008,0.0079325865359805,0.9492804899769256,-0.043675497098008,-0.1822075736102508,-0.1038,0.00812,True,-0.18220757361025777,-0.1628865979381443,-0.023080475864470536,-0.04367549709800799,-0.0468,0.00312450290199201
UIUC,rg14,rg14|RG14.DRG|300300,rg14,300300,300-400k,-1.04,0.065,0.0078,0.051272868638757,0.0074239439404802,0.9599193151612452,-0.0137271313612429,-0.0482123153230411,0.0356,0.00762,True,-0.048212315323051196,-0.023076923076923026,-0.02572914166926505,-0.013727131361243004,-0.029400000000000003,0.015672868638756998
UIUC,rg14,rg14|RG14.DRG|300300,rg14,300300,300-400k,0.02,0.186,0.0068,0.2288008038735941,0.0072465516217407,0.9633029469242418,0.0428008038735941,0.0656693561383399,0.2324,0.00737,True,0.06566935613833831,0.08382352941176474,-0.01675011916679779,0.04280080387359411,0.0464,-0.0035991961264058847
UIUC,rg14,rg14|RG14.DRG|300300,rg14,300300,300-400k,1.07,0.311,0.0065,0.3715664732726251,0.0072949982466304,0.9676861324000532,0.0605664732726251,0.1223074225585359,0.4164,0.00716,True,0.12230742255852309,0.10153846153846154,0.01885450371932961,0.0605664732726251,0.1054,-0.044833526727374895
UIUC,rg14,rg14|RG14.DRG|300300,rg14,300300,300-400k,2.2,0.426,0.0072,0.489748973695579,0.0075420376424813,0.971817274239934,0.063748973695579,0.0475052281224154,0.5073,0.00745,True,0.04750522812240276,0.03472222222222225,0.012354045970644243,0.06374897369557903,0.08129999999999998,-0.017551026304420958
UIUC,rg14,rg14|RG14.DRG|300300,rg14,300300,300-400k,3.12,0.516,0.0084,0.570818910712697,0.008041208319864,0.9724635106085368,0.0548189107126969,-0.0427132952542853,0.5782,0.008,True,-0.04271329525428575,-0.04761904761904754,0.005151039982999881,0.054818910712696955,0.06220000000000003,-0.0073810892873030776
UIUC,rg14,rg14|RG14.DRG|300300,rg14,300300,300-400k,3.96,0.597,0.0093,0.6410704451788644,0.0087770535400648,0.9727238890787424,0.0440704451788643,-0.0562308021435591,0.6455,0.00875,True,-0.056230802143569805,-0.059139784946236396,0.0030918331502627744,0.04407044517886438,0.04849999999999999,-0.004429554821135606
UIUC,rg14,rg14|RG14.DRG|300300,rg14,300300,300-400k,5.11,0.711,0.0111,0.738929878105247,0.0105928777117478,0.9723758844763736,0.027929878105247,-0.0456866926353278,0.7421,0.01047,True,-0.04568669263533336,-0.05675675675675679,0.011736171131595032,0.027929878105247052,0.031100000000000017,-0.003170121894752964
UIUC,rg14,rg14|RG14.DRG|300300,rg14,300300,300-400k,6.12,0.804,0.0129,0.8272975076130002,0.012881278147428,0.9775849872498104,0.0232975076130002,-0.001451306400927,0.8303,0.01254,True,-0.0014513064009302455,-0.027906976744185984,0.027215163271770256,0.0232975076130002,0.02629999999999999,-0.003002492386999789
UIUC,rg14,rg14|RG14.DRG|300300,rg14,300300,300-400k,7.15,0.896,0.0151,0.905115115819306,0.0170023343742274,0.9809442445779574,0.009115115819306,0.1259824088892338,0.9073,0.01672,True,0.12598240888923173,0.1072847682119204,0.0168860271667106,0.009115115819306019,0.011299999999999977,-0.002184884180693958
UIUC,rg14,rg14|RG14.DRG|300300,rg14,300300,300-400k,8.11,0.975,0.018,0.9797155822647572,0.0214231704215669,0.9742895336719612,0.0047155822647571,0.1901761345314982,0.9756,0.02127,True,0.1901761345314946,0.18166666666666678,0.00720124219872593,0.004715582264757212,0.0006000000000000449,0.004115582264757167
UIUC,rg14,rg14|RG14.DRG|300300,rg14,300300,300-400k,9.17,1.058,0.022,1.0608633676760664,0.0281427027795012,0.9238816151914444,0.0028633676760663,0.2792137627046009,1.0516,0.02918,True,0.2792137627046,0.32636363636363647,-0.03554822551400969,0.0028633676760663196,-0.006399999999999961,0.00926336767606628
UIUC,rg14,rg14|RG14.DRG|300300,rg14,300300,300-400k,10.12,1.111,0.029,1.1149362222545354,0.0373108801671854,0.7171843935840511,0.0039362222545353,0.2865820747305334,1.0976,0.03727,True,0.28658207473053104,0.2851724137931033,0.0010968652316985376,0.003936222254535382,-0.013400000000000079,0.01733622225453546
UIUC,s6063,s6063|S6063.DRG|60000,s6063,60000,40-60k,-4.89,-0.416,0.0328,-0.4126092884477892,0.0382823240899816,0.8211464990648794,0.0033907115522107,0.1671440271335879,-0.3999,0.03781,True,0.1671440271335852,0.1527439024390244,0.012492041522919722,0.003390711552210768,0.016100000000000003,-0.012709288447789235
UIUC,s6063,s6063|S6063.DRG|60000,s6063,60000,40-60k,-3.88,-0.323,0.021,-0.3036762954169243,0.0256962457581341,0.9691030837326656,0.0193237045830756,0.2236307503873388,-0.3061,0.02622,True,0.223630750387338,0.2485714285714285,-0.019975371543321897,0.019323704583075696,0.016900000000000026,0.00242370458307567
UIUC,s6063,s6063|S6063.DRG|60000,s6063,60000,40-60k,-2.87,-0.25,0.0181,-0.2068601927151205,0.0180763059775483,0.9624314086933986,0.0431398072848794,-0.0013090620139009,-0.2143,0.01959,True,-0.001309062013906155,0.08232044198895018,-0.07726870967083714,0.04313980728487951,0.03570000000000001,0.007439807284879502
UIUC,s6063,s6063|S6063.DRG|60000,s6063,60000,40-60k,-1.83,-0.124,0.0122,-0.0825679136316442,0.0138305404978171,0.954362199545404,0.0414320863683557,0.1336508604768147,-0.0929,0.01357,True,0.13365086047681146,0.11229508196721308,0.0191997419172513,0.0414320863683558,0.031100000000000003,0.010332086368355795
UIUC,s6063,s6063|S6063.DRG|60000,s6063,60000,40-60k,-0.81,-0.047,0.0108,-0.0090829611762895,0.013763273857946,0.9603104794249387,0.0379170388237104,0.2743772090690777,-0.0198,0.01386,True,0.27437720906907404,0.2833333333333333,-0.006978798127994272,0.0379170388237105,0.0272,0.0107170388237105
UIUC,s6063,s6063|S6063.DRG|60000,s6063,60000,40-60k,0.21,0.021,0.0122,0.0621605473210834,0.0147363725042781,0.9643853972481928,0.0411605473210834,0.2078993855965697,0.0566,0.01471,True,0.20789938559656546,0.20573770491803278,0.0017928282989869914,0.0411605473210834,0.03559999999999999,0.005560547321083402
UIUC,s6063,s6063|S6063.DRG|60000,s6063,60000,40-60k,1.24,0.119,0.0133,0.1515936091202947,0.0164490451660553,0.9656358899110143,0.0325936091202947,0.2367703132372472,0.1298,0.01631,True,0.23677031323724068,0.2263157894736844,0.008525148133372091,0.032593609120294714,0.010800000000000004,0.02179360912029471
UIUC,s6063,s6063|S6063.DRG|60000,s6063,60000,40-60k,2.26,0.232,0.016,0.329979669757436,0.0185796965719403,0.9648214937826236,0.097979669757436,0.1612310357462704,0.3052,0.01941,True,0.16123103574626876,0.21312499999999998,-0.04277709572692941,0.09797966975743597,0.07320000000000002,0.02477966975743595
UIUC,s6063,s6063|S6063.DRG|60000,s6063,60000,40-60k,3.3,0.431,0.0174,0.5574376297218678,0.0190710359680532,0.97092591718909,0.1264376297218678,0.0960365498881156,0.5436,0.01963,True,0.09603654988811502,0.12816091954023007,-0.028474988891839092,0.12643762972186784,0.11259999999999998,0.013837629721867861
UIUC,s6063,s6063|S6063.DRG|60000,s6063,60000,40-60k,4.34,0.519,0.0164,0.6532769517833971,0.0182704840580504,0.9853990012697896,0.134276951783397,0.1140539059786833,0.6573,0.01814,True,0.11405390597868291,0.10609756097560966,0.007193167477971414,0.13427695178339705,0.13829999999999998,-0.004023048216602931
UIUC,s6063,s6063|S6063.DRG|60000,s6063,60000,40-60k,5.33,0.58,0.0176,0.7109926221086693,0.0220759115976049,0.9892361389179176,0.1309926221086693,0.2543131589548245,0.707,0.02213,True,0.25431315895482376,0.2573863636363636,-0.002444121210804366,0.13099262210866935,0.127,0.0039926221086693525
UIUC,s6063,s6063|S6063.DRG|60000,s6063,60000,40-60k,6.37,0.648,0.0188,0.8110910011039822,0.0310298799293496,0.9844158930016196,0.1630910011039822,0.6505255281568966,0.8098,0.03104,True,0.6505255281568936,0.6510638297872341,-0.00032603320394333356,0.16309100110398222,0.16179999999999994,0.001291001103982281
UIUC,s6063,s6063|S6063.DRG|60000,s6063,60000,40-60k,7.36,0.722,0.0286,0.8965761145127086,0.0452543505618504,0.9519957926017352,0.1745761145127086,0.5823199497150505,0.8976,0.04401,True,0.5823199497150489,0.5388111888111888,0.028274268617368727,0.1745761145127086,0.17559999999999998,-0.001023885487291376
UIUC,s6063,s6063|S6063.DRG|60000,s6063,60000,40-60k,8.38,0.792,0.0374,0.9021398352968896,0.0695668955602856,0.7204786220436769,0.1101398352968896,0.8600774213980117,0.9091,0.06614,True,0.8600774213980106,0.7684491978609626,0.05181275416216503,0.11013983529688953,0.11709999999999998,-0.00696016470311045
UIUC,s6063,s6063|S6063.DRG|60000,s6063,60000,40-60k,9.4,0.853,0.0505,0.7891264035635792,0.1098720432904461,0.543880036600129,-0.0638735964364207,1.1756840255533896,,,False,1.175684025553388,,,-0.06387359643642077,,
UIUC,s6063,s6063|S6063.DRG|100000,s6063,100000,100k,-4.88,-0.375,0.0271,-0.3954188006313499,0.0338737086536812,0.5872436290795844,-0.0204188006313499,0.2499523488443271,-0.3973,0.03478,True,0.24995234884432482,0.2833948339483395,-0.0260578305439562,-0.020418800631349876,-0.022299999999999986,0.0018811993686501105
UIUC,s6063,s6063|S6063.DRG|100000,s6063,100000,100k,-3.86,-0.294,0.0199,-0.2961499685373192,0.0211413008180611,0.9211883058669512,-0.0021499685373192,0.0623769255307088,-0.304,0.02239,True,0.06237692553070848,0.12512562814070347,-0.05577039669222422,-0.0021499685373191912,-0.010000000000000009,0.007850031462680818
UIUC,s6063,s6063|S6063.DRG|100000,s6063,100000,100k,-2.84,-0.213,0.0153,-0.2068529340205193,0.0154183673706878,0.9259621545174233,0.0061470659794806,0.0077364294567209,-0.2143,0.0166,True,0.007736429456719024,0.08496732026143797,-0.07118268851278312,0.006147065979480698,-0.0012999999999999956,0.007447065979480694
UIUC,s6063,s6063|S6063.DRG|100000,s6063,100000,100k,-1.83,-0.117,0.0088,-0.1041549306789139,0.0114860178897649,0.9312052204547506,0.0128450693210861,0.3052293056551132,-0.1,0.01079,True,0.3052293056551022,0.22613636363636347,0.06450582852316042,0.012845069321086103,0.017,-0.0041549306789138984
UIUC,s6063,s6063|S6063.DRG|100000,s6063,100000,100k,-0.81,-0.034,0.009,-0.0156977724307665,0.011424399160036,0.9430188998181784,0.0183022275692334,0.2693776844484501,-0.0277,0.01121,True,0.26937768444844457,0.24555555555555558,0.019125705623193632,0.0183022275692335,0.0063000000000000035,0.012002227569233498
UIUC,s6063,s6063|S6063.DRG|100000,s6063,100000,100k,0.22,0.029,0.0101,0.0959279133831368,0.0120564881577887,0.9446762861766728,0.0669279133831368,0.1937116987909641,0.0516,0.01226,True,0.1937116987909604,0.2138613861386139,-0.016599660865522076,0.0669279133831368,0.0226,0.044327913383136804
UIUC,s6063,s6063|S6063.DRG|100000,s6063,100000,100k,1.24,0.137,0.0101,0.2757265026181452,0.0126598909852984,0.9477714875400864,0.1387265026181451,0.2534545529998504,0.278,0.0134,True,0.25345455299984165,0.32673267326732686,-0.05523201602250748,0.13872650261814518,0.14100000000000001,-0.0022734973818548387
UIUC,s6063,s6063|S6063.DRG|100000,s6063,100000,100k,2.28,0.335,0.0111,0.4549328304691166,0.0129195849418058,0.957963338372882,0.1199328304691165,0.1639265713338609,0.4569,0.01308,True,0.16392657133385577,0.1783783783783783,-0.012264148179984712,0.11993283046911657,0.12189999999999995,-0.0019671695308833836
UIUC,s6063,s6063|S6063.DRG|100000,s6063,100000,100k,3.32,0.441,0.0119,0.5623261161474482,0.0128612543950285,0.9721111798296566,0.1213261161474482,0.0807776802544983,0.5591,0.01287,True,0.08077768025449575,0.08151260504201668,-0.0006795341858196752,0.1213261161474482,0.11810000000000004,0.003226116147448166
UIUC,s6063,s6063|S6063.DRG|100000,s6063,100000,100k,4.33,0.524,0.0126,0.6407787218177664,0.0135420805543244,0.9785365330064784,0.1167787218177663,0.074768297962256,0.6443,0.01329,True,0.074768297962254,0.054761904761904734,0.018967686555635865,0.11677872181776638,0.12029999999999996,-0.003521278182233578
UIUC,s6063,s6063|S6063.DRG|100000,s6063,100000,100k,5.35,0.607,0.0155,0.7160892361689715,0.0188976165953827,0.9813408674468252,0.1090892361689714,0.2192010706698527,0.7145,0.01945,True,0.21920107066985164,0.2548387096774193,-0.02840017504459116,0.10908923616897148,0.10750000000000004,0.0015892361689714418
UIUC,s6063,s6063|S6063.DRG|100000,s6063,100000,100k,6.37,0.687,0.0207,0.8109609733320544,0.0259560239021311,0.975595679278629,0.1239609733320543,0.2539141981705889,0.8102,0.02672,True,0.2539141981705846,0.2908212560386474,-0.028591919830422904,0.12396097333205436,0.12319999999999998,0.0007609733320543821
UIUC,s6063,s6063|S6063.DRG|100000,s6063,100000,100k,7.4,0.766,0.0282,0.8979036868831212,0.0385807873386348,0.8885918658311459,0.1319036868831211,0.3681130261927263,0.9035,0.03912,True,0.3681130261927234,0.3872340425531916,-0.013783554738374306,0.13190368688312115,0.13749999999999996,-0.005596313116878804
UIUC,s6063,s6063|S6063.DRG|100000,s6063,100000,100k,8.41,0.836,0.0375,0.9279802927704855,0.0610709474330325,0.4203707957229254,0.0919802927704857,0.6285585982142013,,,False,0.6285585982142,,,0.09198029277048558,,
UIUC,s6063,s6063|S6063.DRG|100000,s6063,100000,100k,9.43,0.9,0.0559,0.8486960659957752,0.0894012538820722,0.1997864865450804,-0.0513039340042248,0.599306867300041,,,False,0.5993068673000396,,,-0.05130393400422484,,
UIUC,s6063,s6063|S6063.DRG|200100,s6063,200100,200k,-4.91,-0.438,0.0205,-0.3933011247031498,0.0290158719289204,0.2382753774842162,0.0446988752968501,0.4154083867766089,,,False,0.41540838677660485,,,0.04469887529685018,,
UIUC,s6063,s6063|S6063.DRG|200100,s6063,200100,200k,-3.9,-0.35,0.0159,-0.3073224224140021,0.0175207915264878,0.7379309061535434,0.0426775775859978,0.1019365739929458,-0.315,0.02005,True,0.10193657399294324,0.26100628930817593,-0.12614506102305237,0.04267757758599788,0.034999999999999976,0.007677577585997908
UIUC,s6063,s6063|S6063.DRG|200100,s6063,200100,200k,-2.87,-0.254,0.0128,-0.2074881425316043,0.0132390145196013,0.8561280416627153,0.0465118574683956,0.0342980093438586,-0.2254,0.0145,True,0.0342980093438515,0.1328125,-0.08696451588956558,0.0465118574683957,0.028600000000000014,0.017911857468395687
UIUC,s6063,s6063|S6063.DRG|200100,s6063,200100,200k,-1.83,-0.164,0.0093,-0.0998675452785812,0.0085428513819426,0.8947829796940387,0.0641324547214187,-0.0814138298986376,-0.118,0.01189,True,-0.08141382989864512,0.27849462365591404,-0.2815095557659714,0.0641324547214188,0.04600000000000001,0.018132454721418792
UIUC,s6063,s6063|S6063.DRG|200100,s6063,200100,200k,-0.82,-0.045,0.0069,0.0839274576800745,0.0082912274641327,0.9290244842835024,0.1289274576800745,0.2016271687148935,0.0547,0.00843,True,0.20162716871488398,0.22173913043478263,-0.016461748026963315,0.1289274576800745,0.0997,0.029227457680074495
UIUC,s6063,s6063|S6063.DRG|200100,s6063,200100,200k,0.22,0.084,0.0067,0.2304986205731306,0.0079624972161243,0.9376661194582054,0.1464986205731306,0.1884324203170689,0.2416,0.00812,True,0.18843242031705962,0.2119402985074627,-0.019396894565973002,0.14649862057313062,0.15760000000000002,-0.011101379426869395
UIUC,s6063,s6063|S6063.DRG|200100,s6063,200100,200k,1.24,0.191,0.0077,0.3421130091942304,0.0079961933555207,0.9489303009414956,0.1511130091942304,0.0384666695481495,0.3444,0.00809,True,0.03846666954814283,0.05064935064935061,-0.011595382506711976,0.15111300919423037,0.15339999999999998,-0.0022869908057696064
UIUC,s6063,s6063|S6063.DRG|200100,s6063,200100,200k,2.25,0.302,0.0082,0.4379275448119562,0.0082289334450095,0.9587482444165732,0.1359275448119562,0.0035284689036021,0.4397,0.00826,True,0.0035284689035975387,0.00731707317073162,-0.0037610841392856503,0.13592754481195624,0.1377,-0.0017724551880437533
UIUC,s6063,s6063|S6063.DRG|200100,s6063,200100,200k,3.3,0.392,0.0087,0.5370263977872896,0.0088567756422651,0.9629789033063196,0.1450263977872895,0.0180201887661096,0.5423,0.00884,True,0.01802018876610346,0.016091954022988648,0.0018976970888120888,0.14502639778728954,0.1503,-0.005273602212710449
UIUC,s6063,s6063|S6063.DRG|200100,s6063,200100,200k,4.34,0.484,0.0103,0.6398804127770734,0.0108390815842165,0.9600810142393138,0.1558804127770734,0.0523380178851051,0.6373,0.01077,True,0.0523380178850971,0.04563106796116504,0.006414260372934093,0.15588041277707343,0.1533,0.0025804127770734375
UIUC,s6063,s6063|S6063.DRG|200100,s6063,200100,200k,5.37,0.565,0.0144,0.7238184509406951,0.0157542219606266,0.9642283603968616,0.1588184509406951,0.0940431917101855,0.7226,0.01612,True,0.09404319171018068,0.1194444444444444,-0.02269094537055816,0.15881845094069513,0.15760000000000007,0.0012184509406950594
UIUC,s6063,s6063|S6063.DRG|200100,s6063,200100,200k,6.37,0.646,0.0177,0.8131422532480298,0.0205314483552584,0.9510001913892466,0.1671422532480297,0.1599688336304202,0.8147,0.02212,True,0.15996883363041803,0.2497175141242938,-0.07181517381291143,0.16714225324802978,0.16869999999999996,-0.0015577467519701793
