dap_name,chord_in,x,y
E387B,11.905,0.29601,0.07379
E387B,11.905,0.21432,0.06883
E387B,11.905,0.1455,0.059
E387B,11.905,0.08724,0.04501
E387B,11.905,0.05087,0.03312
E387B,11.905,0.02446,0.02177
E387B,11.905,0.01131,0.01339
E387B,11.905,0.00234,0.00503
E387B,11.905,0.0,0.0
E387B,11.905,0.00033,-0.00174
E387B,11.905,0.0038,-0.00669
E387B,11.905,0.00999,-0.01023
E387B,11.905,0.02603,-0.01471
E387B,11.905,0.05012,-0.01874
E387B,11.905,0.09227,-0.02218
E387B,11.905,0.1584,-0.02327
E387B,11.905,0.22554,-0.02082
E387B,11.905,0.29099,-0.01859
E387B,11.905,0.37263,-0.01471
E387B,11.905,0.42928,-0.01243
E387B,11.905,0.50854,-0.00893
E387B,11.905,0.56905,-0.0073
E387B,11.905,0.63885,-0.00583
E387B,11.905,0.71691,-0.00548
E387B,11.905,0.75201,-0.00489
E387B,11.905,0.80627,-0.00381
E387B,11.905,0.85747,-0.00376
E387B,11.905,0.90475,-0.0038
E387B,11.905,0.94168,-0.00295
E387B,11.905,0.97236,-0.0017
E387B,11.905,0.98821,-0.00091
E387B,11.905,0.997,-0.00066
E387B,11.905,1.0,0.0
FX60-100,11.893,1.0,0.0
FX60-100,11.893,0.99688,0.00165
FX60-100,11.893,0.9895,0.00376
FX60-100,11.893,0.97472,0.00688
FX60-100,11.893,0.93436,0.01377
FX60-100,11.893,0.87379,0.02331
FX60-100,11.893,0.82271,0.03192
FX60-100,11.893,0.74795,0.04377
FX60-100,11.893,0.67207,0.05472
FX60-100,11.893,0.57258,0.06558
FX60-100,11.893,0.49431,0.07207
FX60-100,11.893,0.42133,0.07508
FX60-100,11.893,0.34272,0.07591
FX60-100,11.893,0.25878,0.07372
FX60-100,11.893,0.19079,0.0685
FX60-100,11.893,0.11598,0.05724
FX60-100,11.893,0.06298,0.04375
FX60-100,11.893,0.04045,0.03461
FX60-100,11.893,0.02559,0.02633
FX60-100,11.893,0.01154,0.01627
FX60-100,11.893,0.00387,0.009
FX60-100,11.893,0.0,0.0
FX60-100,11.893,0.00047,-0.00153
FX60-100,11.893,0.00454,-0.00463
FX60-100,11.893,0.01074,-0.00661
FX60-100,11.893,0.0252,-0.01134
FX60-100,11.893,0.04846,-0.01755
FX60-100,11.893,0.07737,-0.02247
FX60-100,11.893,0.12022,-0.02616
FX60-100,11.893,0.17811,-0.02773
FX60-100,11.893,0.24832,-0.02641
FX60-100,11.893,0.35046,-0.02044
FX60-100,11.893,0.42369,-0.01382
FX60-100,11.893,0.50757,-0.00549
FX60-100,11.893,0.57619,0.00036
FX60-100,11.893,0.65564,0.00596
FX60-100,11.893,0.74044,0.00933
FX60-100,11.893,0.80264,0.0105
FX60-100,11.893,0.85934,0.00954
FX60-100,11.893,0.92032,0.00634
FX60-100,11.893,0.95073,0.0032
FX60-100,11.893,0.97458,0.00085
FX60-100,11.893,0.98818,-0.00027
FX60-100,11.893,0.99654,-0.00092
FX60-100,11.893,1.0,0.0
FX63-137,11.958,1.0,0.0
FX63-137,11.958,0.99813,0.00273
FX63-137,11.958,0.99524,0.00403
FX63-137,11.958,0.99004,0.00599
FX63-137,11.958,0.97848,0.00989
FX63-137,11.958,0.94758,0.01889
FX63-137,11.958,0.90432,0.03103
FX63-137,11.958,0.83405,0.05027
FX63-137,11.958,0.76242,0.06743
FX63-137,11.958,0.68583,0.08408
FX63-137,11.958,0.60394,0.09972
FX63-137,11.958,0.53476,0.10971
FX63-137,11.958,0.45272,0.1176
FX63-137,11.958,0.37524,0.12111
FX63-137,11.958,0.28888,0.11925
FX63-137,11.958,0.21585,0.11169
FX63-137,11.958,0.14628,0.09767
FX63-137,11.958,0.1,0.08367
FX63-137,11.958,0.06262,0.06835
FX63-137,11.958,0.03783,0.05437
FX63-137,11.958,0.01623,0.03577
FX63-137,11.958,0.00468,0.01975
FX63-137,11.958,0.00118,0.01032
FX63-137,11.958,0.0,-0.0
FX63-137,11.958,0.0016,-0.00614
FX63-137,11.958,0.00333,-0.00861
FX63-137,11.958,0.00675,-0.01148
FX63-137,11.958,0.0114,-0.01432
FX63-137,11.958,0.01857,-0.01727
FX63-137,11.958,0.03606,-0.02178
FX63-137,11.958,0.0699,-0.02781
FX63-137,11.958,0.11115,-0.03047
FX63-137,11.958,0.15725,-0.02833
FX63-137,11.958,0.20042,-0.02754
FX63-137,11.958,0.28516,-0.02414
FX63-137,11.958,0.36884,-0.01684
FX63-137,11.958,0.45637,-0.00716
FX63-137,11.958,0.53717,0.00236
FX63-137,11.958,0.63054,0.01208
FX63-137,11.958,0.70945,0.01889
FX63-137,11.958,0.79234,0.02205
FX63-137,11.958,0.86207,0.02006
FX63-137,11.958,0.91819,0.01416
FX63-137,11.958,0.95596,0.00762
FX63-137,11.958,0.97732,0.00321
FX63-137,11.958,0.99003,0.00034
FX63-137,11.958,0.99535,-0.00083
FX63-137,11.958,0.99817,-0.00141
FX63-137,11.958,1.0,0.0
FX63-2,11.952,1.0,0.0
FX63-2,11.952,0.9984,0.00244
FX63-2,11.952,0.99093,0.00525
FX63-2,11.952,0.97998,0.00914
FX63-2,11.952,0.9616,0.01489
FX63-2,11.952,0.92836,0.02478
FX63-2,11.952,0.88226,0.03794
FX63-2,11.952,0.83638,0.05017
FX63-2,11.952,0.79653,0.06001
FX63-2,11.952,0.74843,0.07127
FX63-2,11.952,0.70056,0.08163
FX63-2,11.952,0.63881,0.09386
FX63-2,11.952,0.56897,0.1053
FX63-2,11.952,0.49999,0.11363
FX63-2,11.952,0.43566,0.11855
FX63-2,11.952,0.36648,0.12072
FX63-2,11.952,0.29955,0.11902
FX63-2,11.952,0.23771,0.11343
FX63-2,11.952,0.17228,0.10221
FX63-2,11.952,0.12362,0.08959
FX63-2,11.952,0.08139,0.07484
FX63-2,11.952,0.04291,0.05552
FX63-2,11.952,0.0178,0.03516
FX63-2,11.952,0.00364,0.01477
FX63-2,11.952,0.0,0.0
FX63-2,11.952,0.00106,-0.00654
FX63-2,11.952,0.00438,-0.01147
FX63-2,11.952,0.01227,-0.01669
FX63-2,11.952,0.02323,-0.02029
FX63-2,11.952,0.04263,-0.02406
FX63-2,11.952,0.07505,-0.02797
FX63-2,11.952,0.12658,-0.02927
FX63-2,11.952,0.1891,-0.02901
FX63-2,11.952,0.25427,-0.02696
FX63-2,11.952,0.31387,-0.0233
FX63-2,11.952,0.37828,-0.01728
FX63-2,11.952,0.42888,-0.01159
FX63-2,11.952,0.48085,-0.00562
FX63-2,11.952,0.53463,-0.00015
FX63-2,11.952,0.59311,0.00682
FX63-2,11.952,0.65128,0.01304
FX63-2,11.952,0.69668,0.01722
FX63-2,11.952,0.7479,0.02021
FX63-2,11.952,0.78942,0.02129
FX63-2,11.952,0.8251,0.02089
FX63-2,11.952,0.86695,0.0192
FX63-2,11.952,0.90673,0.01549
FX63-2,11.952,0.95148,0.00796
FX63-2,11.952,0.97197,0.00378
FX63-2,11.952,0.98807,0.00018
FX63-2,11.952,0.99601,-0.00142
FX63-2,11.952,1.0,0.0
HQ2/9A,11.951,1.0,0.0
HQ2/9A,11.951,0.99158,0.00215
HQ2/9A,11.951,0.98204,0.00376
HQ2/9A,11.951,0.96502,0.00638
HQ2/9A,11.951,0.92908,0.01202
HQ2/9A,11.951,0.88623,0.01833
HQ2/9A,11.951,0.84235,0.02457
HQ2/9A,11.951,0.77859,0.0331
HQ2/9A,11.951,0.7441,0.03727
HQ2/9A,11.951,0.69008,0.04352
HQ2/9A,11.951,0.65019,0.04776
HQ2/9A,11.951,0.60357,0.05209
HQ2/9A,11.951,0.53121,0.05743
HQ2/9A,11.951,0.46829,0.06063
HQ2/9A,11.951,0.40805,0.06243
HQ2/9A,11.951,0.34245,0.06269
HQ2/9A,11.951,0.28758,0.06153
HQ2/9A,11.951,0.23277,0.0588
HQ2/9A,11.951,0.17088,0.05353
HQ2/9A,11.951,0.12035,0.04675
HQ2/9A,11.951,0.09294,0.04171
HQ2/9A,11.951,0.07273,0.03726
HQ2/9A,11.951,0.04864,0.03059
HQ2/9A,11.951,0.03793,0.02692
HQ2/9A,11.951,0.02898,0.02335
HQ2/9A,11.951,0.0214,0.01977
HQ2/9A,11.951,0.01261,0.01459
HQ2/9A,11.951,0.00679,0.00997
HQ2/9A,11.951,0.00124,0.00369
HQ2/9A,11.951,0.00031,0.00171
HQ2/9A,11.951,0.0,0.0
HQ2/9A,11.951,0.00044,-0.00295
HQ2/9A,11.951,0.00233,-0.00624
HQ2/9A,11.951,0.00723,-0.0111
HQ2/9A,11.951,0.0107,-0.01357
HQ2/9A,11.951,0.01479,-0.01578
HQ2/9A,11.951,0.02728,-0.0199
HQ2/9A,11.951,0.04396,-0.02258
HQ2/9A,11.951,0.07704,-0.02577
HQ2/9A,11.951,0.11918,-0.02841
HQ2/9A,11.951,0.17539,-0.03054
HQ2/9A,11.951,0.23448,-0.03127
HQ2/9A,11.951,0.28428,-0.03103
HQ2/9A,11.951,0.34963,-0.02992
HQ2/9A,11.951,0.40448,-0.02811
HQ2/9A,11.951,0.46945,-0.02512
HQ2/9A,11.951,0.53267,-0.02127
HQ2/9A,11.951,0.59521,-0.01704
HQ2/9A,11.951,0.6495,-0.01323
HQ2/9A,11.951,0.7006,-0.00953
HQ2/9A,11.951,0.74808,-0.00638
HQ2/9A,11.951,0.7913,-0.00336
HQ2/9A,11.951,0.84243,-0.00082
HQ2/9A,11.951,0.88326,0.0008
HQ2/9A,11.951,0.91782,0.00095
HQ2/9A,11.951,0.94303,0.00044
HQ2/9A,11.951,0.96638,0.00021
HQ2/9A,11.951,0.9766,0.00013
HQ2/9A,11.951,0.99028,-0.00017
HQ2/9A,11.951,1.0,0.0
HQ2/9B,11.924,1.0,0.0
HQ2/9B,11.924,0.99873,0.00098
HQ2/9B,11.924,0.9932,0.0019
HQ2/9B,11.924,0.98771,0.00286
HQ2/9B,11.924,0.97217,0.00549
HQ2/9B,11.924,0.93095,0.01197
HQ2/9B,11.924,0.87289,0.02068
HQ2/9B,11.924,0.8178,0.02849
HQ2/9B,11.924,0.76178,0.0359
HQ2/9B,11.924,0.70325,0.04303
HQ2/9B,11.924,0.65407,0.04844
HQ2/9B,11.924,0.58573,0.05474
HQ2/9B,11.924,0.52797,0.05897
HQ2/9B,11.924,0.45504,0.06271
HQ2/9B,11.924,0.36556,0.06416
HQ2/9B,11.924,0.29318,0.06305
HQ2/9B,11.924,0.19551,0.05717
HQ2/9B,11.924,0.12338,0.04821
HQ2/9B,11.924,0.07332,0.03797
HQ2/9B,11.924,0.03082,0.02427
HQ2/9B,11.924,0.01061,0.0134
HQ2/9B,11.924,0.00286,0.00665
HQ2/9B,11.924,0.0,0.0
HQ2/9B,11.924,0.00068,-0.00387
HQ2/9B,11.924,0.00415,-0.00779
HQ2/9B,11.924,0.01004,-0.01185
HQ2/9B,11.924,0.0177,-0.01519
HQ2/9B,11.924,0.03004,-0.01822
HQ2/9B,11.924,0.0565,-0.02158
HQ2/9B,11.924,0.09563,-0.02464
HQ2/9B,11.924,0.14394,-0.02729
HQ2/9B,11.924,0.20474,-0.02874
HQ2/9B,11.924,0.26557,-0.02877
HQ2/9B,11.924,0.32895,-0.02788
HQ2/9B,11.924,0.40631,-0.02552
HQ2/9B,11.924,0.4934,-0.0214
HQ2/9B,11.924,0.57808,-0.01613
HQ2/9B,11.924,0.67584,-0.00976
HQ2/9B,11.924,0.76389,-0.00426
HQ2/9B,11.924,0.84803,0.00018
HQ2/9B,11.924,0.90593,0.00103
HQ2/9B,11.924,0.95164,6e-05
HQ2/9B,11.924,0.97221,-0.00018
HQ2/9B,11.924,0.98737,-0.00035
HQ2/9B,11.924,0.99542,-0.00072
HQ2/9B,11.924,1.0,0.0
J5012,12.017,1.0,0.0
J5012,12.017,0.99839,0.00255
J5012,12.017,0.99141,0.00405
J5012,12.017,0.97999,0.00577
J5012,12.017,0.95851,0.00843
J5012,12.017,0.9133,0.01337
J5012,12.017,0.85319,0.02234
J5012,12.017,0.78393,0.03074
J5012,12.017,0.71117,0.03835
J5012,12.017,0.64248,0.04476
J5012,12.017,0.57332,0.04992
J5012,12.017,0.50773,0.05482
J5012,12.017,0.41197,0.05797
J5012,12.017,0.32424,0.05887
J5012,12.017,0.23778,0.05673
J5012,12.017,0.13255,0.04791
J5012,12.017,0.05972,0.03376
J5012,12.017,0.03509,0.02643
J5012,12.017,0.01716,0.0191
J5012,12.017,0.00787,0.01354
J5012,12.017,0.00209,0.00698
J5012,12.017,0.0,0.0
J5012,12.017,0.00229,-0.00837
J5012,12.017,0.00952,-0.01533
J5012,12.017,0.03772,-0.02874
J5012,12.017,0.08438,-0.03944
J5012,12.017,0.12578,-0.04588
J5012,12.017,0.19537,-0.05295
J5012,12.017,0.2678,-0.05766
J5012,12.017,0.34668,-0.05852
J5012,12.017,0.41617,-0.05729
J5012,12.017,0.49443,-0.05444
J5012,12.017,0.56234,-0.04989
J5012,12.017,0.64288,-0.04321
J5012,12.017,0.71886,-0.03546
J5012,12.017,0.79724,-0.02655
J5012,12.017,0.86129,-0.01815
J5012,12.017,0.92077,-0.01093
J5012,12.017,0.95825,-0.00747
J5012,12.017,0.98225,-0.00531
J5012,12.017,0.99224,-0.00375
J5012,12.017,0.99856,-0.00236
J5012,12.017,1.0,0.0
MB253515,12.022,1.0,0.0
MB253515,12.022,0.9971,0.00083
MB253515,12.022,0.99302,0.00166
MB253515,12.022,0.98163,0.00402
MB253515,12.022,0.95193,0.01
MB253515,12.022,0.88089,0.0243
MB253515,12.022,0.79569,0.04146
MB253515,12.022,0.70484,0.05945
MB253515,12.022,0.62803,0.07353
MB253515,12.022,0.54312,0.08641
MB253515,12.022,0.4657,0.09456
MB253515,12.022,0.37864,0.09873
MB253515,12.022,0.31208,0.09826
MB253515,12.022,0.24036,0.09369
MB253515,12.022,0.18302,0.08585
MB253515,12.022,0.1294,0.07307
MB253515,12.022,0.08764,0.05829
MB253515,12.022,0.05744,0.04435
MB253515,12.022,0.03642,0.03266
MB253515,12.022,0.01695,0.01982
MB253515,12.022,0.00565,0.01039
MB253515,12.022,0.0,0.0
MB253515,12.022,0.00137,-0.00627
MB253515,12.022,0.00473,-0.01046
MB253515,12.022,0.01929,-0.01795
MB253515,12.022,0.05222,-0.0272
MB253515,12.022,0.10483,-0.03726
MB253515,12.022,0.16957,-0.04517
MB253515,12.022,0.23425,-0.04944
MB253515,12.022,0.32312,-0.05123
MB253515,12.022,0.41644,-0.05061
MB253515,12.022,0.50314,-0.04751
MB253515,12.022,0.59102,-0.04204
MB253515,12.022,0.6753,-0.03477
MB253515,12.022,0.77219,-0.02482
MB253515,12.022,0.84769,-0.01665
MB253515,12.022,0.90082,-0.01083
MB253515,12.022,0.94663,-0.00586
MB253515,12.022,0.9799,-0.00226
MB253515,12.022,0.99127,-0.00103
MB253515,12.022,0.998,-0.00026
MB253515,12.022,1.0,0.0
MILEY,12.017,1.0,0.0
MILEY,12.017,0.99875,0.0011
MILEY,12.017,0.99113,0.00249
MILEY,12.017,0.98068,0.00416
MILEY,12.017,0.95248,0.00743
MILEY,12.017,0.91306,0.01267
MILEY,12.017,0.86592,0.01884
MILEY,12.017,0.81308,0.02712
MILEY,12.017,0.74939,0.03782
MILEY,12.017,0.69189,0.04962
MILEY,12.017,0.64657,0.05965
MILEY,12.017,0.59104,0.07291
MILEY,12.017,0.53817,0.08761
MILEY,12.017,0.49316,0.10041
MILEY,12.017,0.47429,0.10527
MILEY,12.017,0.45124,0.10986
MILEY,12.017,0.40392,0.11643
MILEY,12.017,0.34297,0.11964
MILEY,12.017,0.28317,0.11754
MILEY,12.017,0.22462,0.11054
MILEY,12.017,0.16643,0.09933
MILEY,12.017,0.1115,0.0838
MILEY,12.017,0.06272,0.06139
MILEY,12.017,0.03292,0.04183
MILEY,12.017,0.01325,0.02401
MILEY,12.017,0.00342,0.01037
MILEY,12.017,0.0,-0.0
MILEY,12.017,0.00078,-0.00284
MILEY,12.017,0.00722,-0.00669
MILEY,12.017,0.01678,-0.0088
MILEY,12.017,0.0329,-0.01102
MILEY,12.017,0.06064,-0.01306
MILEY,12.017,0.11702,-0.0141
MILEY,12.017,0.18367,-0.0146
MILEY,12.017,0.25128,-0.01439
MILEY,12.017,0.33028,-0.0136
MILEY,12.017,0.43053,-0.01263
MILEY,12.017,0.53876,-0.01121
MILEY,12.017,0.6308,-0.00961
MILEY,12.017,0.71853,-0.00741
MILEY,12.017,0.79608,-0.00539
MILEY,12.017,0.84383,-0.0038
MILEY,12.017,0.89026,-0.00218
MILEY,12.017,0.93888,-0.00112
MILEY,12.017,0.9709,-0.00067
MILEY,12.017,0.98601,-0.00046
MILEY,12.017,0.99294,-9e-05
MILEY,12.017,1.0,0.0
NACA0009,12.042,1.0,0.0
NACA0009,12.042,0.99283,0.00039
NACA0009,12.042,0.98609,0.00092
NACA0009,12.042,0.96059,0.00291
NACA0009,12.042,0.92431,0.0064
NACA0009,12.042,0.87143,0.01241
NACA0009,12.042,0.81876,0.01786
NACA0009,12.042,0.75627,0.02377
NACA0009,12.042,0.69948,0.02841
NACA0009,12.042,0.63384,0.03274
NACA0009,12.042,0.58017,0.03631
NACA0009,12.042,0.52537,0.03956
NACA0009,12.042,0.47998,0.04165
NACA0009,12.042,0.43278,0.0438
NACA0009,12.042,0.35732,0.04624
NACA0009,12.042,0.29023,0.04694
NACA0009,12.042,0.23516,0.04622
NACA0009,12.042,0.16732,0.04324
NACA0009,12.042,0.10575,0.03826
NACA0009,12.042,0.05991,0.03049
NACA0009,12.042,0.02791,0.02112
NACA0009,12.042,0.01445,0.01572
NACA0009,12.042,0.00504,0.00989
NACA0009,12.042,0.0,0.0
NACA0009,12.042,0.00132,-0.00515
NACA0009,12.042,0.00405,-0.00856
NACA0009,12.042,0.01283,-0.01362
NACA0009,12.042,0.02821,-0.01822
NACA0009,12.042,0.04999,-0.02301
NACA0009,12.042,0.07483,-0.0279
NACA0009,12.042,0.10934,-0.03344
NACA0009,12.042,0.14977,-0.03767
NACA0009,12.042,0.19806,-0.04057
NACA0009,12.042,0.2415,-0.0423
NACA0009,12.042,0.30241,-0.04303
NACA0009,12.042,0.36697,-0.04212
NACA0009,12.042,0.44282,-0.03948
NACA0009,12.042,0.51078,-0.03621
NACA0009,12.042,0.58407,-0.03209
NACA0009,12.042,0.65205,-0.02796
NACA0009,12.042,0.70766,-0.02446
NACA0009,12.042,0.77221,-0.02037
NACA0009,12.042,0.82859,-0.01621
NACA0009,12.042,0.87338,-0.01252
NACA0009,12.042,0.91345,-0.00896
NACA0009,12.042,0.94522,-0.00649
NACA0009,12.042,0.96977,-0.00429
NACA0009,12.042,0.98336,-0.00276
NACA0009,12.042,0.99146,-0.00166
NACA0009,12.042,0.99831,-0.00023
NACA0009,12.042,1.0,0.0
NACA2.5411,11.96,1.0,0.0
NACA2.5411,11.96,0.9978,0.00256
NACA2.5411,11.96,0.98445,0.00417
NACA2.5411,11.96,0.9676,0.00668
NACA2.5411,11.96,0.94313,0.01013
NACA2.5411,11.96,0.92315,0.01291
NACA2.5411,11.96,0.91076,0.01539
NACA2.5411,11.96,0.89857,0.01767
NACA2.5411,11.96,0.85609,0.02545
NACA2.5411,11.96,0.80729,0.03379
NACA2.5411,11.96,0.75693,0.0413
NACA2.5411,11.96,0.69964,0.0491
NACA2.5411,11.96,0.64221,0.05612
NACA2.5411,11.96,0.56708,0.06439
NACA2.5411,11.96,0.50514,0.0698
NACA2.5411,11.96,0.42977,0.07462
NACA2.5411,11.96,0.33796,0.07599
NACA2.5411,11.96,0.26124,0.07446
NACA2.5411,11.96,0.16841,0.06535
NACA2.5411,11.96,0.09001,0.04979
NACA2.5411,11.96,0.05152,0.03759
NACA2.5411,11.96,0.03428,0.03162
NACA2.5411,11.96,0.01718,0.02406
NACA2.5411,11.96,0.0066,0.01565
NACA2.5411,11.96,0.00344,0.01107
NACA2.5411,11.96,0.00069,0.00362
NACA2.5411,11.96,0.0,-0.0
NACA2.5411,11.96,0.00046,-0.00206
NACA2.5411,11.96,0.0024,-0.00626
NACA2.5411,11.96,0.00674,-0.01152
NACA2.5411,11.96,0.019,-0.01953
NACA2.5411,11.96,0.03591,-0.02543
NACA2.5411,11.96,0.06146,-0.02986
NACA2.5411,11.96,0.09647,-0.03378
NACA2.5411,11.96,0.13947,-0.03595
NACA2.5411,11.96,0.20396,-0.03646
NACA2.5411,11.96,0.28404,-0.03487
NACA2.5411,11.96,0.36124,-0.03195
NACA2.5411,11.96,0.43485,-0.02881
NACA2.5411,11.96,0.50834,-0.0257
NACA2.5411,11.96,0.55444,-0.02382
NACA2.5411,11.96,0.62454,-0.02058
NACA2.5411,11.96,0.69843,-0.01716
NACA2.5411,11.96,0.75752,-0.01442
NACA2.5411,11.96,0.83045,-0.01095
NACA2.5411,11.96,0.8944,-0.00808
NACA2.5411,11.96,0.93291,-0.00617
NACA2.5411,11.96,0.96624,-0.00407
NACA2.5411,11.96,0.98582,-0.00266
NACA2.5411,11.96,0.99642,-0.00187
NACA2.5411,11.96,1.0,0.0
NACA64a010,12.053,1.0,0.0
NACA64a010,12.053,0.99938,0.00041
NACA64a010,12.053,0.99423,0.00104
NACA64a010,12.053,0.98815,0.00168
NACA64a010,12.053,0.96673,0.00344
NACA64a010,12.053,0.93471,0.00729
NACA64a010,12.053,0.88984,0.01209
NACA64a010,12.053,0.82035,0.0192
NACA64a010,12.053,0.75015,0.02567
NACA64a010,12.053,0.68796,0.03102
NACA64a010,12.053,0.62998,0.03601
NACA64a010,12.053,0.55005,0.04222
NACA64a010,12.053,0.47705,0.04647
NACA64a010,12.053,0.41203,0.04818
NACA64a010,12.053,0.34783,0.04859
NACA64a010,12.053,0.27863,0.04705
NACA64a010,12.053,0.21109,0.04339
NACA64a010,12.053,0.15254,0.03848
NACA64a010,12.053,0.09698,0.03214
NACA64a010,12.053,0.05746,0.02569
NACA64a010,12.053,0.03479,0.01965
NACA64a010,12.053,0.02328,0.01597
NACA64a010,12.053,0.01348,0.01206
NACA64a010,12.053,0.00702,0.00876
NACA64a010,12.053,0.00253,0.005
NACA64a010,12.053,0.0,-0.0
NACA64a010,12.053,0.0005,-0.00195
NACA64a010,12.053,0.00257,-0.00545
NACA64a010,12.053,0.00474,-0.00733
NACA64a010,12.053,0.01005,-0.01068
NACA64a010,12.053,0.01704,-0.01413
NACA64a010,12.053,0.03061,-0.01904
NACA64a010,12.053,0.04837,-0.02366
NACA64a010,12.053,0.0723,-0.02859
NACA64a010,12.053,0.10833,-0.03427
NACA64a010,12.053,0.14298,-0.03848
NACA64a010,12.053,0.2083,-0.04444
NACA64a010,12.053,0.26119,-0.0477
NACA64a010,12.053,0.30559,-0.04955
NACA64a010,12.053,0.34325,-0.05059
NACA64a010,12.053,0.39887,-0.05078
NACA64a010,12.053,0.44771,-0.04961
NACA64a010,12.053,0.50911,-0.04652
NACA64a010,12.053,0.5565,-0.04345
NACA64a010,12.053,0.59897,-0.04043
NACA64a010,12.053,0.64994,-0.03598
NACA64a010,12.053,0.68222,-0.03297
NACA64a010,12.053,0.724,-0.02889
NACA64a010,12.053,0.78813,-0.02243
NACA64a010,12.053,0.84438,-0.01658
NACA64a010,12.053,0.89289,-0.01148
NACA64a010,12.053,0.93628,-0.00693
NACA64a010,12.053,0.96862,-0.00347
NACA64a010,12.053,0.98664,-0.00164
NACA64a010,12.053,0.99437,-0.0009
NACA64a010,12.053,0.99921,-0.0003
NACA64a010,12.053,1.0,0.0
NACA6409,12.069,1.0,0.0
NACA6409,12.069,0.99869,0.00088
NACA6409,12.069,0.99259,0.00301
NACA6409,12.069,0.98608,0.00531
NACA6409,12.069,0.96609,0.01146
NACA6409,12.069,0.9434,0.01768
NACA6409,12.069,0.91779,0.02418
NACA6409,12.069,0.88166,0.0329
NACA6409,12.069,0.83969,0.04276
NACA6409,12.069,0.79396,0.0529
NACA6409,12.069,0.74082,0.06381
NACA6409,12.069,0.68758,0.07337
NACA6409,12.069,0.62605,0.08344
NACA6409,12.069,0.54319,0.09371
NACA6409,12.069,0.49536,0.0982
NACA6409,12.069,0.43439,0.10309
NACA6409,12.069,0.38363,0.10438
NACA6409,12.069,0.33207,0.10346
NACA6409,12.069,0.27114,0.0992
NACA6409,12.069,0.21151,0.09209
NACA6409,12.069,0.16223,0.08208
NACA6409,12.069,0.12154,0.07046
NACA6409,12.069,0.08205,0.05676
NACA6409,12.069,0.05983,0.04756
NACA6409,12.069,0.0356,0.03414
NACA6409,12.069,0.01524,0.02074
NACA6409,12.069,0.00588,0.01177
NACA6409,12.069,0.0,0.0
NACA6409,12.069,0.00066,-0.00353
NACA6409,12.069,0.00393,-0.0076
NACA6409,12.069,0.01217,-0.01115
NACA6409,12.069,0.02151,-0.01308
NACA6409,12.069,0.03912,-0.01485
NACA6409,12.069,0.05735,-0.0149
NACA6409,12.069,0.10165,-0.01161
NACA6409,12.069,0.14954,-0.00674
NACA6409,12.069,0.19854,-0.00039
NACA6409,12.069,0.26759,0.00752
NACA6409,12.069,0.35105,0.0134
NACA6409,12.069,0.43511,0.01665
NACA6409,12.069,0.51627,0.01785
NACA6409,12.069,0.57869,0.01832
NACA6409,12.069,0.64151,0.01793
NACA6409,12.069,0.7103,0.01617
NACA6409,12.069,0.77575,0.01371
NACA6409,12.069,0.84401,0.00993
NACA6409,12.069,0.89326,0.00723
NACA6409,12.069,0.93168,0.00442
NACA6409,12.069,0.96632,0.00192
NACA6409,12.069,0.98617,0.00039
NACA6409,12.069,0.99502,-0.0002
NACA6409,12.069,0.99816,-0.00077
NACA6409,12.069,1.0,0.0
RG15,12.041,1.0,0.0
RG15,12.041,0.97685,0.00453
RG15,12.041,0.94725,0.009
RG15,12.041,0.91431,0.01433
RG15,12.041,0.871,0.0209
RG15,12.041,0.83233,0.02627
RG15,12.041,0.79485,0.03115
RG15,12.041,0.74835,0.03667
RG15,12.041,0.70274,0.04177
RG15,12.041,0.64464,0.04784
RG15,12.041,0.58955,0.05267
RG15,12.041,0.52527,0.05749
RG15,12.041,0.45545,0.0615
RG15,12.041,0.39801,0.06374
RG15,12.041,0.34875,0.06473
RG15,12.041,0.29884,0.06469
RG15,12.041,0.26141,0.06379
RG15,12.041,0.22751,0.06223
RG15,12.041,0.19485,0.06009
RG15,12.041,0.16417,0.0573
RG15,12.041,0.12536,0.05257
RG15,12.041,0.0925,0.04692
RG15,12.041,0.06872,0.0412
RG15,12.041,0.05621,0.03733
RG15,12.041,0.0438,0.03287
RG15,12.041,0.03255,0.02817
RG15,12.041,0.02124,0.02266
RG15,12.041,0.01348,0.01814
RG15,12.041,0.00822,0.01423
RG15,12.041,0.00382,0.00991
RG15,12.041,0.00227,0.00777
RG15,12.041,0.00126,0.00584
RG15,12.041,0.00075,0.00448
RG15,12.041,0.00059,0.00393
RG15,12.041,0.0,0.0
RG15,12.041,0.00088,-0.00251
RG15,12.041,0.00167,-0.00352
RG15,12.041,0.00349,-0.00524
RG15,12.041,0.00823,-0.00837
RG15,12.041,0.01372,-0.01059
RG15,12.041,0.02652,-0.0142
RG15,12.041,0.04323,-0.01743
RG15,12.041,0.06172,-0.01981
RG15,12.041,0.08964,-0.02216
RG15,12.041,0.1258,-0.02415
RG15,12.041,0.16261,-0.02533
RG15,12.041,0.22083,-0.02584
RG15,12.041,0.27587,-0.02516
RG15,12.041,0.33755,-0.02429
RG15,12.041,0.41569,-0.02237
RG15,12.041,0.48721,-0.0199
RG15,12.041,0.56191,-0.01664
RG15,12.041,0.61788,-0.01375
RG15,12.041,0.67232,-0.0106
RG15,12.041,0.72297,-0.00743
RG15,12.041,0.78968,-0.00358
RG15,12.041,0.86269,-0.0005
RG15,12.041,0.92258,0.00086
RG15,12.041,0.95161,0.00081
