x,y
1.0,0.00125
0.9999376947588287,0.0012810637327414322
0.9997507945630869,0.0013741152690555341
0.9994393459922217,0.001528736836828744
0.9990034266657467,0.0017442361825877255
0.9984431452238967,0.002019652579660636
0.9977586413005529,0.0023537651561753945
0.9969500854884439,0.0027451034604016413
0.9960176792966289,0.003191960158696911
0.9949616551002786,0.0036924057400523316
0.9937822760827619,0.004244305081157994
0.9924798361700553,0.004845335707211721
0.9910546599574902,0.005493007566570258
0.9895071026288572,0.006184684121963018
0.9878375498678869,0.006917604547516513
0.9860464177621284,0.007688906809423807
0.9841341526992535,0.008495651398866415
0.9821012312558058,0.009334845478877394
0.9799481600784284,0.010203467202308915
0.9776754757575974,0.011098489956021551
0.9752837446938913,0.012016906286891983
0.9727735629568335,0.012955751268269375
0.9701455561363377,0.013912125071110077
0.9674003791867991,0.014883214512154803
0.9645387162638652,0.015866313362145702
0.9615612805539303,0.016858841210128383
0.9584688140963943,0.01785836069525394
0.9552620875987311,0.018862592935052366
0.9519419002444117,0.019869430998741437
0.9485090794937318,0.020876951295577952
0.9449644808775901,0.021883422771349147
0.9413089877842735,0.02288731383060294
0.9375435112392968,0.023887296927881347
0.9336689896783572,0.02488225079776963
0.929686388713456,0.02587126032072177
0.9255967008922472,0.026853614049056583
0.9214009454506752,0.02782879944492554
0.9171001680589588,0.02879649590910706
0.9126954405609882,0.029756565705847043
0.9081878607071996,0.03070904291431751
0.9035785518809927,0.03165412056127305
0.8988686628187597,0.03259213611183032
0.8940593673235961,0.033523555515672925
0.8891518639727649,0.03444895602410375
0.8841473758189853,0.03536900800896009
0.8790471500856227,0.03628445602723274
0.8738524578558546,0.03719609938507531
0.8685645937558895,0.03810477246157646
0.8631848756323197,0.039011325056052724
0.8577146442236856,0.03991660302260485
0.852155262826336,0.040821429452202185
0.8465081169546659,0.041726586655612276
0.8407746139958169,0.04263279919010165
0.8349561828589275,0.04354071815908558
0.8290542736190187,0.04445090699692579
0.8230703571556048,0.04536382893104118
0.8170059247861193,0.046279836290630164
0.8108624878942475,0.04719916180587265
0.8046415775532584,0.04812191201378832
0.798344744144428,0.04904806285732918
0.791973556970653,0.04997745753315119
0.7855296038653474,0.05090980661126131
0.77901449079672,0.05184469041680171
0.772429841467535,0.05278156363106881
0.7657772969104506,0.053719762035940956
0.7590585150790388,0.05465851129367341
0.7522751704345887,0.05559693762299099
0.7454289535287968,0.05653408020302868
0.7385215705824448,0.05746890510939377
0.7315547430601739,0.05840032056187483
0.7245302072414599,0.05932719324150657
0.7174497137878965,0.06024836541618365
0.710315027306892,0.06116267259911884
0.7031279259118944,0.062068961453446536
0.6958902007792465,0.0629661076494045
0.6886036557017879,0.06385303337794934
0.6812701066393122,0.0647287242264934
0.6738913812659912,0.0655922451287245
0.6664693185148804,0.0664427551111772
0.6590057681196191,0.06727952057426896
0.6515025901534364,0.06810192686475088
0.6439616545655832,0.06890948791972452
0.6363848407153015,0.06970185378927109
0.6287740369034482,0.07047881587497386
0.6211311399018915,0.07124030975479967
0.613458054480795,0.07198641550048468
0.6057566929339094,0.0727173554312484
0.598028974601989,0.07343348928680661
0.5902768253944511,0.07413530684269672
