volume,file,airfoil_label,asb_name,builder,config,comment,xtr_upper,xtr_lower,Re,alpha,CL,CD,run_file
vol1,RG15B.DRG,RG15 (B),rg15,B. Champine,clean,clean,,,202500,4.2,0.647,0.0107,JG00081.DAT
vol1,RG15B.DRG,RG15 (B),rg15,B. Champine,clean,clean,,,202500,5.74,0.789,0.0136,JG00081.DAT
vol1,RG15B.DRG,RG15 (B),rg15,B. Champine,clean,clean,,,202500,7.27,0.912,0.0177,JG00081.DAT
vol1,RG15B.DRG,RG15 (B),rg15,B. Champine,clean,clean,,,202500,8.76,1.003,0.0247,JG00081.DAT
vol1,RG15B.DRG,RG15 (B),rg15,B. Champine,clean,clean,,,202500,10.31,1.066,0.0385,JG00081.DAT
vol1,RG15B.DRG,RG15 (B),rg15,B. Champine,clean,clean,,,302700,-6.49,-0.458,0.0344,AB00079.DAT
vol1,RG15B.DRG,RG15 (B),rg15,B. Champine,clean,clean,,,302700,-5.14,-0.345,0.0157,AB00079.DAT
vol1,RG15B.DRG,RG15 (B),rg15,B. Champine,clean,clean,,,302700,-3.66,-0.209,0.0126,AB00079.DAT
vol1,RG15B.DRG,RG15 (B),rg15,B. Champine,clean,clean,,,302700,-2.16,-0.02,0.0091,AB00079.DAT
vol1,RG15B.DRG,RG15 (B),rg15,B. Champine,clean,clean,,,302700,-0.56,0.16,0.0083,AB00079.DAT
vol1,RG15B.DRG,RG15 (B),rg15,B. Champine,clean,clean,,,302700,0.94,0.319,0.0074,AB00079.DAT
vol1,RG15B.DRG,RG15 (B),rg15,B. Champine,clean,clean,,,302700,2.57,0.501,0.0078,AB00079.DAT
vol1,RG15B.DRG,RG15 (B),rg15,B. Champine,clean,clean,,,302700,4.06,0.657,0.0094,AB00079.DAT
vol1,RG15B.DRG,RG15 (B),rg15,B. Champine,clean,clean,,,302700,5.6,0.802,0.0121,AB00079.DAT
vol1,RG15B.DRG,RG15 (B),rg15,B. Champine,clean,clean,,,302700,7.16,0.935,0.015,AB00079.DAT
vol1,RG15B.DRG,RG15 (B),rg15,B. Champine,clean,clean,,,302700,8.77,1.043,0.0219,AB00079.DAT
vol1,RG15B.DRG,RG15 (B),rg15,B. Champine,clean,clean,,,302700,10.36,1.112,0.0344,AB00079.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,101100,-3.97,0.352,0.0307,JG00129.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,101100,-3.03,0.531,0.0257,JG00129.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,101100,-2.04,0.677,0.0228,JG00129.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,101100,-0.95,0.79,0.0256,JG00129.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,101100,-0.0,0.873,0.025,JG00129.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,101100,1.09,0.981,0.028,JG00129.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,101100,2.04,1.074,0.0276,JG00129.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,101100,3.1,1.179,0.0286,JG00129.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,101100,4.25,1.27,0.0287,JG00129.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,101100,5.22,1.35,0.0309,JG00129.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,101100,6.35,1.449,0.0333,JG00129.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,101100,7.16,1.512,0.0343,JG00129.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,101100,8.28,1.607,0.0336,JG00129.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,101100,9.39,1.689,0.0345,JG00129.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,101100,10.2,1.74,0.0334,JG00129.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,101100,11.22,1.792,0.0336,JG00129.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,100400,12.29,1.775,0.0398,JG00492.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,150500,-3.82,0.424,0.0217,AB00488.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,150500,-2.88,0.594,0.0161,AB00488.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,150500,-1.83,0.708,0.0162,AB00488.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,150500,-0.78,0.81,0.017,AB00488.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,150500,0.21,0.907,0.0189,AB00488.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,150500,1.39,1.024,0.0201,AB00488.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,150500,2.33,1.118,0.0208,AB00488.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,150500,3.14,1.195,0.0216,AB00488.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,150500,4.14,1.285,0.0221,AB00488.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,150500,5.33,1.384,0.0238,AB00488.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,150500,6.35,1.468,0.0252,AB00488.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,150500,7.35,1.548,0.0262,AB00488.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,150500,8.17,1.61,0.0268,AB00488.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,150500,9.49,1.706,0.0277,AB00488.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,150500,10.32,1.758,0.0287,AB00488.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,150500,11.27,1.794,0.0315,AB00488.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,150500,12.31,1.816,0.0375,AB00488.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,200900,-4.14,0.449,0.0188,JG00131.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,200900,-3.15,0.589,0.014,JG00131.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,200900,-2.18,0.695,0.0138,JG00131.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,200900,-1.15,0.795,0.0148,JG00131.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,200900,-0.02,0.909,0.0158,JG00131.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,200900,0.92,1.001,0.0165,JG00131.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,200900,1.95,1.106,0.0172,JG00131.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,200900,2.94,1.2,0.018,JG00131.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,200900,4.0,1.299,0.0187,JG00131.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,200900,5.1,1.39,0.019,JG00131.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,200900,6.16,1.485,0.0201,JG00131.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,200900,7.16,1.568,0.0211,JG00131.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,200900,8.16,1.646,0.0221,JG00131.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,200900,9.37,1.737,0.0236,JG00131.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,200900,10.47,1.793,0.0262,JG00131.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,200900,11.66,1.821,0.0317,JG00131.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,250500,-4.14,0.426,0.017,AB00490.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,250500,-3.12,0.571,0.0128,AB00490.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,250500,-2.16,0.686,0.0125,AB00490.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,250500,-1.09,0.79,0.0135,AB00490.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,250500,-0.05,0.896,0.0145,AB00490.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,250500,1.01,1.005,0.015,AB00490.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,250500,2.05,1.11,0.0157,AB00490.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,250500,3.02,1.204,0.0163,AB00490.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,250500,4.09,1.306,0.017,AB00490.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,250500,5.03,1.387,0.017,AB00490.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,250500,6.16,1.483,0.0178,AB00490.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,250500,7.19,1.572,0.0187,AB00490.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,250500,8.18,1.651,0.0197,AB00490.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,250500,9.41,1.738,0.0213,AB00490.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,250500,10.24,1.779,0.0233,AB00490.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,250500,11.28,1.81,0.0278,AB00490.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,247600,12.3,1.839,0.0337,JG00491.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,300800,-5.1,0.294,0.0203,JG00495.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,300800,-4.1,0.447,0.0148,JG00495.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,300800,-3.05,0.586,0.0116,JG00495.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,300800,-2.03,0.698,0.0116,JG00495.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,300800,-1.03,0.796,0.0126,JG00495.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,300800,0.02,0.904,0.0135,JG00495.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,300800,1.01,1.005,0.0138,JG00495.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,300800,2.09,1.116,0.0146,JG00495.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,300800,3.1,1.217,0.0151,JG00495.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,300800,4.13,1.316,0.0157,JG00495.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,300800,5.15,1.409,0.0158,JG00495.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,300800,6.17,1.493,0.0163,JG00495.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,300800,7.13,1.571,0.0172,JG00495.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,300800,8.23,1.66,0.0183,JG00495.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,300800,9.14,1.721,0.0195,JG00495.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,300800,10.23,1.778,0.0224,JG00495.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,300800,11.27,1.812,0.0273,JG00495.DAT
vol1,S1210.DRG,S1210,s1210,M. Allen,clean,clean,,,300800,12.27,1.835,0.0339,JG00495.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,100600,-3.29,0.387,0.0665,MS00134.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,100600,-2.52,0.756,0.0331,MS00134.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,100600,-0.99,0.944,0.0226,MS00134.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,100600,-0.01,1.048,0.0244,MS00134.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,100600,0.92,1.136,0.028,MS00134.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,100600,1.75,1.213,0.029,MS00134.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,100600,2.59,1.291,0.0303,MS00134.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,100600,3.72,1.372,0.0332,MS00134.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,100600,4.85,1.461,0.0376,MS00134.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,100600,5.74,1.529,0.0418,MS00134.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,100600,6.72,1.588,0.0481,MS00134.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,150500,-2.29,0.784,0.0255,PG00590.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,150500,-0.81,0.956,0.02,PG00590.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,150500,0.75,1.13,0.0221,PG00590.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,150500,2.92,1.339,0.0259,PG00590.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,149700,3.94,1.432,0.0275,JG00598.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,149700,5.25,1.543,0.0315,JG00598.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,149700,6.87,1.669,0.0359,JG00598.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,149700,8.64,1.796,0.0425,JG00598.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,149700,9.94,1.879,0.0477,JG00598.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,149700,11.47,1.972,0.0532,JG00598.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,200400,-2.83,0.591,0.0414,JG00136.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,200400,-1.45,0.91,0.019,JG00136.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,200400,-0.0,1.083,0.0191,JG00136.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,200400,0.67,1.145,0.02,JG00136.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,200400,1.82,1.256,0.0212,JG00136.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,200400,2.99,1.369,0.0223,JG00136.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,200400,3.77,1.428,0.0227,JG00136.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,200400,4.76,1.51,0.0245,JG00136.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,200400,6.26,1.628,0.0277,JG00136.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,200400,6.9,1.678,0.0289,JG00136.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,200400,7.93,1.753,0.0314,JG00136.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,198500,8.91,1.829,0.0335,JG00588.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,198500,10.16,1.913,0.036,JG00588.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,198500,11.1,1.971,0.0383,JG00588.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,198500,11.87,2.018,0.0397,JG00588.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,198500,13.17,2.094,0.0413,JG00588.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,198500,13.96,2.139,0.0428,JG00588.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,198500,15.19,2.195,0.0454,JG00588.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,249700,-3.04,0.446,0.055,MS00594.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,249700,-1.07,0.944,0.0169,MS00594.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,249700,0.47,1.12,0.0175,MS00594.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,249700,1.94,1.262,0.0197,MS00594.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,249700,3.48,1.406,0.0209,MS00594.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,249700,5.12,1.535,0.0226,MS00594.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,249700,6.64,1.657,0.0252,MS00594.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,249700,8.18,1.776,0.0276,MS00594.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,249700,9.57,1.877,0.0302,MS00594.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,249700,11.39,1.998,0.0337,MS00594.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,249700,12.93,2.09,0.0358,MS00594.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,249700,14.58,2.173,0.0396,MS00594.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,299100,-2.68,0.642,0.04,JG00597.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,299100,-1.02,0.961,0.0168,JG00597.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,299100,0.48,1.131,0.0164,JG00597.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,299100,2.05,1.282,0.0187,JG00597.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,299100,3.6,1.429,0.02,JG00597.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,299100,5.1,1.548,0.0212,JG00597.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,299100,6.61,1.671,0.0232,JG00597.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,299100,8.21,1.8,0.0257,JG00597.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,299100,9.7,1.91,0.0281,JG00597.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,299100,11.22,2.016,0.0307,JG00597.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,299100,12.84,2.116,0.0336,JG00597.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,299100,14.74,2.175,0.0371,JG00597.DAT
vol1,S1223.DRG,S1223,s1223,Y. Tinel,clean,clean,,,299100,16.38,2.217,0.0454,JG00597.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,101300,-3.98,-0.21,0.0185,AB00142.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,101300,-2.17,-0.047,0.0122,AB00142.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,101300,-0.61,0.088,0.0104,AB00142.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,101300,0.75,0.24,0.013,AB00142.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,101300,2.39,0.506,0.0137,AB00142.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,101300,3.53,0.617,0.0136,AB00142.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,101300,5.32,0.773,0.0153,AB00142.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,101300,7.02,0.882,0.0269,AB00142.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,101300,8.3,0.964,0.0391,AB00142.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,202100,-6.86,-0.47,0.0584,AB00140.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,202100,-2.91,-0.106,0.0122,AB00140.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,202100,-2.59,-0.07,0.0112,AB00140.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,202100,-0.76,0.138,0.009,AB00140.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,202100,0.56,0.308,0.0081,AB00140.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,202100,2.45,0.516,0.0086,AB00140.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,202100,3.73,0.65,0.0098,AB00140.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,202100,5.49,0.783,0.0157,AB00140.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,202100,6.73,0.873,0.0218,AB00140.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,202000,-4.21,-0.237,0.0155,AB00532.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,202000,8.7,1.006,0.0422,AB00532.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,303600,-5.55,-0.335,0.018,AB00138.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,303600,-3.94,-0.192,0.0131,AB00138.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,303600,-2.57,-0.038,0.0092,AB00138.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,303600,-0.83,0.175,0.0072,AB00138.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,303600,0.59,0.322,0.0066,AB00138.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,303600,2.57,0.529,0.0077,AB00138.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,303600,3.75,0.64,0.0088,AB00138.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,303600,5.74,0.798,0.0155,AB00138.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,303600,7.24,0.915,0.0228,AB00138.DAT
vol1,S6062.DRG,S6062,s6062,B. Matheson,clean,clean,,,303600,8.62,1.014,0.0453,AB00138.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,61100,-5.8,-0.42,0.04,AB00094.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,61100,-4.31,-0.299,0.0253,AB00094.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,61100,-2.78,-0.162,0.0169,AB00094.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,61100,-1.28,-0.035,0.0124,AB00094.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,61100,0.13,0.107,0.0109,AB00094.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,61100,1.75,0.388,0.0171,AB00094.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,61100,3.52,0.576,0.023,AB00094.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,61100,4.85,0.692,0.0175,AB00094.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,61100,6.36,0.827,0.0224,AB00094.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,61100,7.89,0.953,0.025,AB00094.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,61100,9.58,1.059,0.0351,AB00094.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,61100,10.99,1.103,0.0535,AB00094.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,101200,-5.86,-0.456,0.0355,AB00092.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,101200,-4.38,-0.322,0.0202,AB00092.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,101200,-2.88,-0.185,0.0143,AB00092.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,101200,-1.29,-0.048,0.0102,AB00092.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,101200,0.26,0.185,0.0118,AB00092.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,101200,1.79,0.369,0.0136,AB00092.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,101200,3.32,0.52,0.0151,AB00092.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,101200,4.79,0.669,0.0161,AB00092.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,101200,6.42,0.833,0.0171,AB00092.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,101200,7.98,0.966,0.0226,AB00092.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,101200,9.53,1.055,0.0377,AB00092.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,101200,11.03,1.106,0.0603,AB00092.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,152100,-5.93,-0.435,0.0281,PG00565.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,152100,-4.13,-0.273,0.0167,PG00565.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,152100,-2.52,-0.125,0.0112,PG00565.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,152100,-1.1,0.027,0.0097,PG00565.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,152100,0.59,0.23,0.0095,PG00565.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,152100,1.99,0.375,0.011,PG00565.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,152100,3.46,0.533,0.0123,PG00565.DAT
vol1,S7012B.DRG,S7012 (B),s7012,M. Lachowski,clean,clean,,,152100,5.17,0.713,0.0134,PG00565.DAT
