volume,file,airfoil_label,asb_name,builder,config,comment,xtr_upper,xtr_lower,Re,alpha,CL,CD,run_file
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,60900,6.03,0.877,0.0187,JG00104.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,60900,7.71,1.013,0.0215,JG00104.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,60900,9.07,1.087,0.0255,JG00104.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,60900,10.56,1.16,0.0357,JG00104.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,101100,-4.49,-0.287,0.0327,JG00223.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,101100,-2.79,-0.118,0.0213,JG00223.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,101100,-1.59,0.037,0.0154,JG00223.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,101100,0.17,0.266,0.0146,JG00223.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,101100,1.8,0.479,0.0153,JG00223.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,101100,3.27,0.623,0.0159,JG00223.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,101100,4.8,0.762,0.0145,JG00223.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,101100,6.32,0.898,0.0166,JG00223.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,101100,7.84,1.024,0.0205,JG00223.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,101100,9.37,1.1,0.0299,JG00223.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,101100,10.74,1.167,0.0398,JG00223.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,202100,-4.28,-0.168,0.0216,AB00225.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,202100,-2.87,-0.01,0.0149,AB00225.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,202100,-1.16,0.163,0.0096,AB00225.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,202100,0.18,0.301,0.0083,AB00225.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,202100,1.64,0.458,0.0093,AB00225.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,202100,3.26,0.624,0.01,AB00225.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,202100,4.85,0.772,0.0114,AB00225.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,202100,6.48,0.92,0.0144,AB00225.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,202100,7.91,1.021,0.0195,AB00225.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,202100,9.39,1.111,0.0263,AB00225.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,202100,10.83,1.181,0.0356,AB00225.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,302100,-4.69,-0.181,0.0213,AB00227.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,302100,-2.88,-0.002,0.0133,AB00227.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,302100,-1.39,0.138,0.0098,AB00227.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,302100,-0.01,0.282,0.0074,AB00227.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,302100,1.72,0.466,0.0074,AB00227.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,302100,3.01,0.595,0.008,AB00227.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,302100,5.13,0.802,0.0106,AB00227.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,302100,6.49,0.921,0.0131,AB00227.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,302100,8.01,1.026,0.018,AB00227.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,302100,9.45,1.12,0.0235,AB00227.DAT
vol1,SD7037A.DRG,SD7037 (A),sd7037,H. Michaelis,clean,clean,,,302100,10.89,1.186,0.0321,AB00227.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,60500,-4.35,-0.176,0.03,JG00102.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,60500,-2.87,-0.083,0.023,JG00102.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,60500,-1.24,0.053,0.0145,JG00102.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,60500,0.28,0.226,0.0174,JG00102.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,60500,1.86,0.486,0.0216,JG00102.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,60500,3.42,0.659,0.0258,JG00102.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,60500,5.02,0.8,0.0257,JG00102.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,60500,6.34,0.921,0.0252,JG00102.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,60500,8.24,1.051,0.0289,JG00102.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,60500,9.39,1.137,0.0335,JG00102.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,60500,11.13,1.221,0.0414,JG00102.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,101400,-4.17,-0.223,0.0268,AB00100.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,101400,-2.88,-0.116,0.0189,AB00100.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,101400,-1.35,0.051,0.0153,AB00100.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,101400,0.31,0.306,0.0155,AB00100.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,101400,1.77,0.494,0.0166,AB00100.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,101400,3.27,0.638,0.0165,AB00100.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,101400,5.03,0.801,0.0174,AB00100.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,101400,6.31,0.921,0.0192,AB00100.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,101400,8.1,1.077,0.0255,AB00100.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,101400,9.39,1.164,0.0295,AB00100.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,101400,11.07,1.245,0.0355,AB00100.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,151400,-5.03,-0.295,0.0324,PG00582.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,151400,-2.53,-0.032,0.0145,PG00582.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,151400,-0.94,0.186,0.0121,PG00582.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,151400,0.58,0.352,0.0112,PG00582.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,151400,2.09,0.507,0.0105,PG00582.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,151400,3.77,0.686,0.0127,PG00582.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,151400,5.23,0.829,0.0142,PG00582.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,151400,6.82,0.975,0.0167,PG00582.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,151400,8.71,1.131,0.0226,PG00582.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,151400,9.84,1.205,0.0278,PG00582.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,151400,11.3,1.268,0.0341,PG00582.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,201900,-4.25,-0.206,0.0224,AB00098.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,201900,-2.77,0.005,0.0135,AB00098.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,201900,-0.99,0.209,0.01,AB00098.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,201900,0.2,0.327,0.0097,AB00098.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,201900,1.76,0.493,0.0099,AB00098.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,201900,3.47,0.678,0.0109,AB00098.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,201900,4.96,0.831,0.0126,AB00098.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,201900,6.53,0.98,0.0147,AB00098.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,201900,7.94,1.099,0.0183,AB00098.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,201900,9.61,1.216,0.0237,AB00098.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,201900,11.05,1.289,0.0289,AB00098.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,302200,-5.87,-0.363,0.0581,AB00096.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,302200,-4.54,-0.192,0.0159,AB00096.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,302200,-2.9,0.007,0.0119,AB00096.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,302200,-1.42,0.161,0.0101,AB00096.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,302200,0.18,0.312,0.0075,AB00096.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,302200,1.94,0.505,0.0079,AB00096.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,302200,3.61,0.682,0.0092,AB00096.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,302200,5.04,0.827,0.0109,AB00096.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,302200,6.63,0.973,0.0132,AB00096.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,302200,8.22,1.105,0.0167,AB00096.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,302200,9.47,1.194,0.0201,AB00096.DAT
vol1,SD7037B.DRG,SD7037 (B),sd7037,D. Thompson,clean,clean,,,302200,11.2,1.282,0.0261,AB00096.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,60800,-5.55,-0.344,0.0302,JG00325.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,60800,-3.88,-0.201,0.0208,JG00325.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,60800,-2.36,-0.076,0.0142,JG00325.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,60800,-0.81,0.065,0.016,JG00325.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,60800,0.8,0.241,0.0144,JG00325.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,60800,2.29,0.476,0.0149,JG00325.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,60800,3.97,0.682,0.0172,JG00325.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,60800,5.36,0.796,0.02,JG00325.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,60800,6.96,0.935,0.0206,JG00325.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,60800,8.36,1.034,0.0276,JG00325.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,60800,10.01,1.13,0.0341,JG00325.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,60800,11.52,1.153,0.0657,JG00325.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,101100,-5.63,-0.357,0.0245,JG00327.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,101100,-3.68,-0.196,0.0153,JG00327.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,101100,-2.22,-0.074,0.0123,JG00327.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,101100,-0.85,0.046,0.0123,JG00327.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,101100,0.82,0.259,0.0145,JG00327.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,101100,2.3,0.502,0.0152,JG00327.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,101100,3.98,0.656,0.0134,JG00327.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,101100,5.48,0.792,0.0169,JG00327.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,101100,7.12,0.927,0.0227,JG00327.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,101100,8.53,1.038,0.0274,JG00327.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,101100,10.1,1.127,0.0416,JG00327.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,201600,-5.5,-0.339,0.0172,MS00329.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,201600,-3.76,-0.186,0.0133,MS00329.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,201600,-2.3,-0.045,0.0111,MS00329.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,201600,-0.72,0.175,0.0091,MS00329.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,201600,0.8,0.346,0.0088,MS00329.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,201600,2.21,0.488,0.0095,MS00329.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,201600,3.84,0.654,0.0104,MS00329.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,201600,5.26,0.788,0.0134,MS00329.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,201600,6.84,0.928,0.0176,MS00329.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,201600,8.36,1.045,0.0221,MS00329.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,201600,9.82,1.137,0.0295,MS00329.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,302100,-6.39,-0.409,0.019,JG00331.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,302100,-3.59,-0.146,0.0122,JG00331.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,302100,-2.19,0.033,0.0077,JG00331.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,302100,-0.58,0.204,0.0074,JG00331.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,302100,0.82,0.335,0.0073,JG00331.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,302100,2.48,0.51,0.0078,JG00331.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,302100,4.17,0.682,0.0101,JG00331.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,302100,5.58,0.815,0.0128,JG00331.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,302100,7.67,1.002,0.0171,JG00331.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,302100,8.61,1.077,0.0204,JG00331.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,302100,10.34,1.179,0.0294,JG00331.DAT
vol1,SD8000.DRG,SD8000,sd8000,R. Wagner/R. Olsen,clean,clean,,,302100,11.57,1.215,0.0404,JG00331.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,61400,-6.45,-0.609,0.026,AB00252.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,61400,-4.94,-0.49,0.0183,AB00252.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,61400,-3.36,-0.34,0.0178,AB00252.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,61400,-1.81,-0.094,0.0176,AB00252.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,61400,-0.29,0.03,0.0134,AB00252.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,61400,1.17,0.105,0.0195,AB00252.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,61400,2.72,0.36,0.0132,AB00252.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,61400,4.38,0.508,0.0164,AB00252.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,61400,5.89,0.632,0.0191,AB00252.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,61400,7.4,0.743,0.0262,AB00252.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,101500,-6.55,-0.676,0.0189,AB00254.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,101500,-5.03,-0.542,0.0151,AB00254.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,101500,-3.33,-0.393,0.0136,AB00254.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,101500,-1.81,-0.231,0.0124,AB00254.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,101500,-0.41,-0.001,0.01,AB00254.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,101500,1.22,0.142,0.0122,AB00254.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,101500,2.7,0.299,0.0134,AB00254.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,101500,4.1,0.419,0.0153,AB00254.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,101500,5.69,0.558,0.0171,AB00254.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,101500,7.28,0.68,0.0239,AB00254.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,101500,8.9,0.79,0.038,AB00254.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,203300,-6.41,-0.636,0.0138,JG00256.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,203300,-4.96,-0.511,0.0113,JG00256.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,203300,-3.43,-0.375,0.01,JG00256.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,203300,-1.63,-0.215,0.0086,JG00256.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,203300,-0.33,-0.041,0.0086,JG00256.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,203300,1.21,0.145,0.0077,JG00256.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,203300,2.59,0.284,0.0097,JG00256.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,203300,4.3,0.442,0.0117,JG00256.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,203300,5.78,0.572,0.0143,JG00256.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,203300,7.31,0.699,0.0198,JG00256.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,203300,8.87,0.814,0.0276,JG00256.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,304800,-6.78,-0.674,0.0144,JG00258.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,304800,-4.76,-0.498,0.0099,JG00258.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,304800,-3.27,-0.361,0.0088,JG00258.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,304800,-1.74,-0.201,0.0074,JG00258.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,304800,-0.22,-0.032,0.0073,JG00258.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,304800,1.18,0.099,0.0085,JG00258.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,304800,2.61,0.277,0.0087,JG00258.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,304800,4.46,0.451,0.0108,JG00258.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,304800,5.69,0.564,0.0128,JG00258.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,304800,7.25,0.698,0.0172,JG00258.DAT
vol1,SD8020.DRG,SD8020,sd8020,R. Wagner/R. Olsen,clean,clean,,,304800,8.87,0.821,0.0241,JG00258.DAT
vol1,SD8020T2.DRG,SD8020,sd8020,R. Wagner/R. Olsen,tripped,"Zig-Zag trip type ""B"" @ x/c = 25% (h/c = 0.32%)",0.25,,61100,-6.45,-0.596,0.026,MS00287.DAT
vol1,SD8020T2.DRG,SD8020,sd8020,R. Wagner/R. Olsen,tripped,"Zig-Zag trip type ""B"" @ x/c = 25% (h/c = 0.32%)",0.25,,61100,-4.64,-0.457,0.0209,MS00287.DAT
vol1,SD8020T2.DRG,SD8020,sd8020,R. Wagner/R. Olsen,tripped,"Zig-Zag trip type ""B"" @ x/c = 25% (h/c = 0.32%)",0.25,,61100,-2.59,-0.277,0.0159,MS00287.DAT
vol1,SD8020T2.DRG,SD8020,sd8020,R. Wagner/R. Olsen,tripped,"Zig-Zag trip type ""B"" @ x/c = 25% (h/c = 0.32%)",0.25,,61100,-0.49,-0.04,0.0143,MS00287.DAT
vol1,SD8020T2.DRG,SD8020,sd8020,R. Wagner/R. Olsen,tripped,"Zig-Zag trip type ""B"" @ x/c = 25% (h/c = 0.32%)",0.25,,61100,1.59,0.226,0.0154,MS00287.DAT
vol1,SD8020T2.DRG,SD8020,sd8020,R. Wagner/R. Olsen,tripped,"Zig-Zag trip type ""B"" @ x/c = 25% (h/c = 0.32%)",0.25,,61100,3.58,0.405,0.0149,MS00287.DAT
vol1,SD8020T2.DRG,SD8020,sd8020,R. Wagner/R. Olsen,tripped,"Zig-Zag trip type ""B"" @ x/c = 25% (h/c = 0.32%)",0.25,,61100,5.64,0.579,0.0204,MS00287.DAT
vol1,SD8020T2.DRG,SD8020,sd8020,R. Wagner/R. Olsen,tripped,"Zig-Zag trip type ""B"" @ x/c = 25% (h/c = 0.32%)",0.25,,61100,6.62,0.644,0.0217,MS00287.DAT
vol1,SD8020T2.DRG,SD8020,sd8020,R. Wagner/R. Olsen,tripped,"Zig-Zag trip type ""B"" @ x/c = 25% (h/c = 0.32%)",0.25,,61100,7.79,0.728,0.0265,MS00287.DAT
vol1,SD8020T2.DRG,SD8020,sd8020,R. Wagner/R. Olsen,tripped,"Zig-Zag trip type ""B"" @ x/c = 25% (h/c = 0.32%)",0.25,,61100,8.67,0.778,0.036,MS00287.DAT
vol1,SD8020T2.DRG,SD8020,sd8020,R. Wagner/R. Olsen,tripped,"Zig-Zag trip type ""B"" @ x/c = 25% (h/c = 0.32%)",0.25,,203000,-6.53,-0.634,0.0195,MS00289.DAT
vol1,SD8020T2.DRG,SD8020,sd8020,R. Wagner/R. Olsen,tripped,"Zig-Zag trip type ""B"" @ x/c = 25% (h/c = 0.32%)",0.25,,203000,-4.58,-0.463,0.0162,MS00289.DAT
